id,doc_id,sentence_id,sentence_text,subj_text,subj_canonical_id,subj_canonical_term,rel_text,obj_text,obj_canonical_id,obj_canonical_term,method,created_at
23,doc_4387,doc_4387_sent_00117,"[,...]) to register with. If no port is given, the AccountingStoragePort will be used. This allows clusters registered with the external slurmdbd to communicate with each other using the --cluster/-M client command options. The cluster will add itself to the external slurmdbd if it doesn't exist. If a non-external cluster already exists on the external slurmdbd, the slurmctld will ignore registering to the external slurmdbd.",The cluster,340,cluster,add to,the external slurmdbd,4079,external slurmdbd,openie_spacy,2026-01-15T10:35:53Z
24,doc_4387,doc_4387_sent_00117,"[,...]) to register with. If no port is given, the AccountingStoragePort will be used. This allows clusters registered with the external slurmdbd to communicate with each other using the --cluster/-M client command options. The cluster will add itself to the external slurmdbd if it doesn't exist. If a non-external cluster already exists on the external slurmdbd, the slurmctld will ignore registering to the external slurmdbd.",a non-external cluster,340,cluster,exist on,the external slurmdbd,4079,external slurmdbd,openie_spacy,2026-01-15T10:35:53Z
25,doc_4387,doc_4387_sent_00120,In the case of SlurmDBD (Database Daemon) with MUNGE authentication this can be configured to use a MUNGE daemon specifically configured to provide authentication between clusters while the default MUNGE daemon provides authentication within a cluster.,the default MUNGE daemon,1447,daemon,provide,authentication,1477,authentication,openie_spacy,2026-01-15T10:35:53Z
26,doc_4387,doc_4387_sent_00123,AccountingStoragePort: The network port that SlurmDBD accepts communication on.,SlurmDBD,919,slurmdbd,accept,communication,183,communication,openie_spacy,2026-01-15T10:35:53Z
27,doc_4387,doc_4387_sent_00130,"SlurmDBD Configuration
SlurmDBD requires its own configuration file called ""slurmdbd.conf"".","SlurmDBD Configuration
SlurmDBD",919,slurmdbd,require,its own configuration file,59,file,openie_spacy,2026-01-15T10:35:53Z
28,doc_4387,doc_4387_sent_00138,"The port number that the Slurm Database Daemon (slurmdbd) listens to for work. The default value is SLURMDBD_PORT as established at system build time. If none is explicitly specified, it will be set to 6819.",the Slurm Database Daemon,1447,daemon,listen for,work,3555,work,openie_spacy,2026-01-15T10:35:53Z
29,doc_4387,doc_4387_sent_00145,"The name of the user that the slurmdbd daemon executes as. This user must exist on the machine executing the Slurm Database Daemon and have the same UID as the hosts on which slurmctld execute. For security purposes, a user other than ""root"" is recommended. The default value is ""root"".",This user,98,user,exist on,the machine,4125,machine,openie_spacy,2026-01-15T10:35:53Z
30,doc_4387,doc_4387_sent_00157,"The value ""accounting_storage/mysql"" indicates that accounting records should be written to a MySQL or MariaDB database specified by the StorageLoc parameter. This value must be specified.",accounting records,105,accounting record,write to,a MySQL or MariaDB database,572,database,openie_spacy,2026-01-15T10:35:53Z
31,doc_4387,doc_4387_sent_00159,"MySQL Configuration
While Slurm will create the database tables automatically you will need to make sure the StorageUser is given permissions in the MySQL or MariaDB database to do so. As the mysql user grant privileges to that user using a command such as:
GRANT ALL ON StorageLoc.*",the StorageUser,4145,storageuser,give,permissions,6661,permission,openie_spacy,2026-01-15T10:35:53Z
32,doc_4387,doc_4387_sent_00165,"If you want Slurm to create the database itself, and any future databases, you can change your grant line to be *.*",Slurm,50,slurm,create,the database,572,database,openie_spacy,2026-01-15T10:35:53Z
33,doc_4387,doc_4387_sent_00171,"mysql> create user 'slurm'@'localhost' identified by 'password';
Query OK, 0 rows affected (0.00 sec)
mysql> grant all on slurm_acct_db.*",mysql,2829,mysql,create,user,98,user,openie_spacy,2026-01-15T10:35:53Z
34,doc_4387,doc_4387_sent_00183,"| | | | | |
Then create the database:
mysql> create database slurm_acct_db;
This will grant user 'slurm' access to do what it needs to do on the local host or the storage host system.",mysql,2829,mysql,create,database slurm_acct_db,4173,database slurm_acct_db,openie_spacy,2026-01-15T10:35:53Z
35,doc_4387,doc_4387_sent_00190,"SlurmDBD Archive and Purge
As time goes on, the slurm database can grow large enough that it is hard to manage. To maintain the database at a reasonable size, slurmdbd supports archiving and purging data based on its age. Purged data will be deleted from the database, but you can choose to archive the data as it is being purged. Archived data will be placed in flat files that can later be loaded into a slurmdbd by sacctmgr.",slurmdbd,919,slurmdbd,support,archiving and purging data based on its age,9049,age,openie_spacy,2026-01-15T10:35:53Z
36,doc_4387,doc_4387_sent_00190,"SlurmDBD Archive and Purge
As time goes on, the slurm database can grow large enough that it is hard to manage. To maintain the database at a reasonable size, slurmdbd supports archiving and purging data based on its age. Purged data will be deleted from the database, but you can choose to archive the data as it is being purged. Archived data will be placed in flat files that can later be loaded into a slurmdbd by sacctmgr.",Archived data,244,data,place in,flat files,59,file,openie_spacy,2026-01-15T10:35:53Z
37,doc_4387,doc_4387_sent_00198,Ideally they would have separate instances of MySQL/MariaDB that they use to store their data. The Slurm controller (slurmctld) should never communicate with the archive slurmdbd.,The Slurm controller,1206,slurm controller,communicate with,the archive slurmdbd,4206,archive slurmdbd,openie_spacy,2026-01-15T10:35:53Z
38,doc_4387,doc_4387_sent_00200,"In order to make sure the unique identifiers match, mysqldump should be used to export the Association, QOS and TRES information.",mysqldump,4210,mysqldump,use in,order,1049,order,openie_spacy,2026-01-15T10:35:53Z
39,doc_4387,doc_4387_sent_00210,"While sreport provides the ability to quickly generate reports with some of the most commonly requested information, sites frequently want additional control over how the information is displayed.",sreport,3866,sreport,provide,the ability,4225,ability,openie_spacy,2026-01-15T10:35:53Z
40,doc_4387,doc_4387_sent_00216,"For example, to add a cluster named ""snowflake"" to the database execute this line (NOTE: as of 20.02, slurmctld will add the cluster to the database upon start if it doesn't exist. Associations still need to be created after addition):
sacctmgr add cluster snowflake
Add accounts ""none"" and ""test"" to cluster ""snowflake"" with an execute line of this sort:
sacctmgr add account none,test Cluster=snowflake \
 Description=""none"" Organization=""none""
If you have more clusters you want to add these accounts, to you can either not specify a cluster, which will add the accounts to all clusters in the system, or comma separate the cluster names you want to add to in the cluster option. Note that multiple accounts can be added at the same time by comma separating the names.",slurmctld,801,slurmctld,add,the cluster,340,cluster,openie_spacy,2026-01-15T10:35:53Z
41,doc_4387,doc_4387_sent_00216,"For example, to add a cluster named ""snowflake"" to the database execute this line (NOTE: as of 20.02, slurmctld will add the cluster to the database upon start if it doesn't exist. Associations still need to be created after addition):
sacctmgr add cluster snowflake
Add accounts ""none"" and ""test"" to cluster ""snowflake"" with an execute line of this sort:
sacctmgr add account none,test Cluster=snowflake \
 Description=""none"" Organization=""none""
If you have more clusters you want to add these accounts, to you can either not specify a cluster, which will add the accounts to all clusters in the system, or comma separate the cluster names you want to add to in the cluster option. Note that multiple accounts can be added at the same time by comma separating the names.",slurmctld,801,slurmctld,add to,the database,572,database,openie_spacy,2026-01-15T10:35:53Z
42,doc_4387,doc_4387_sent_00224,"For example, to permit user da to execute jobs on all clusters with a default account of test execute:
sacctmgr add user brian Account=physics
sacctmgr add user da DefaultAccount=test
If AccountingStorageEnforce=associations is configured in the slurm.conf of the cluster snowflake then user da would be allowed to run in account test and any other accounts added in the future. Any attempt to use other accounts will result in the job being aborted. Account test will be the default if he doesn't specify one in the job submission command.",Any attempt,6116,attempt,result in,the job,24,job,openie_spacy,2026-01-15T10:35:53Z
43,doc_4387,doc_4387_sent_00228,The account is added to all defined clusters by default.,The account,334,account,add to,all defined clusters,340,cluster,openie_spacy,2026-01-15T10:35:53Z
44,doc_4387,doc_4387_sent_00243,"A typical execute line has the following form:
sacctmgr modify <entity> set <options> where <options>
For example:
sacctmgr modify user set default=none where default=test
will change all users with a default account of ""test"" to account ""none"".",A typical execute line,2913,line,have,the following form,2693,form,openie_spacy,2026-01-15T10:35:53Z
45,doc_4387,doc_4387_sent_00250,"If an entity has existed for less than 1 day, the entity will be removed completely.",an entity,2612,entity,exist for,less than 1 day,5168,day,openie_spacy,2026-01-15T10:35:53Z
46,doc_4387,doc_4387_sent_00256,"A user can submit a step with many parallel tasks, e.g. by calling srun -n.",A user,98,user,submit,a step,1009,step,openie_spacy,2026-01-15T10:35:53Z
47,doc_4387,doc_4387_sent_00266,"After the job is done, the data will be stored in the database, and can be queried with other tools, like sacct.",the data,244,data,store in,the database,572,database,openie_spacy,2026-01-15T10:35:53Z
48,doc_4387,doc_4387_sent_00267,In that case the TresUsage* fields could have different meanings.,the TresUsage* fields,1224,field,have in,that case,35,case,openie_spacy,2026-01-15T10:35:53Z
49,doc_915b,doc_915b_sent_00010,"chown munge:munge /etc/munge/munge.key
chmod 400 /etc/munge/munge.key
Distribute the key file to the machines on the cluster.",chown munge,3928,munge,distribute,the key file,3938,key file,openie_spacy,2026-01-15T10:35:53Z
50,doc_915b,doc_915b_sent_00014,The daemons need to be stopped before updating the slurm.conf so that client commands do not use a mechanism other than what the running daemons are expecting.,client commands,1884,client command,use,a mechanism,2762,mechanism,openie_spacy,2026-01-15T10:35:53Z
51,doc_915b,doc_915b_sent_00016,"AuthType = auth/munge
Start the Slurm daemons back up with the appropriate method for your cluster.",AuthType,1182,authtype,start,the Slurm daemons,2700,slurm daemon,openie_spacy,2026-01-15T10:35:53Z
52,doc_915b,doc_915b_sent_00017,"Slurm
Beginning with version 23.11, Slurm has its own plugin that can create and validate credentials.",Slurm,50,slurm,have,its own plugin,106,plugin,openie_spacy,2026-01-15T10:35:53Z
53,doc_915b,doc_915b_sent_00021,"This example assumes the SlurmUser is 'slurm':
chown slurm:slurm /etc/slurm/slurm.key
chmod 600 /etc/slurm/slurm.key
Distribute the key file to the machines on the cluster.",chown slurm,50,slurm,distribute,the key file,3938,key file,openie_spacy,2026-01-15T10:35:53Z
54,doc_915b,doc_915b_sent_00021,"This example assumes the SlurmUser is 'slurm':
chown slurm:slurm /etc/slurm/slurm.key
chmod 600 /etc/slurm/slurm.key
Distribute the key file to the machines on the cluster.","slurm /etc/slurm/slurm.key
chmod",5564,chmod,distribute,the key file,3938,key file,openie_spacy,2026-01-15T10:35:53Z
55,doc_915b,doc_915b_sent_00025,(Systemd takes care of this automatically if you're starting the daemons using the provided service files).,Systemd,1920,systemd,take,care,8567,care,openie_spacy,2026-01-15T10:35:53Z
56,doc_915b,doc_915b_sent_00047,"If the cluster does not have access to consistent user ids from LDAP or the operating system, you can use the use_client_ids option to allow it to use the Slurm authentication mechanism.",the cluster,340,cluster,have,access,4174,access,openie_spacy,2026-01-15T10:35:53Z
57,doc_915b,doc_915b_sent_00051,This daemon can also manage cached configuration files for configless environments.,This daemon,1447,daemon,manage,cached configuration files,59,file,openie_spacy,2026-01-15T10:35:53Z
58,doc_582b,doc_582b_sent_00001,"This document contains Slurm administrator information specifically for clusters containing 1,024 nodes or more. Some examples of large systems currently managed by Slurm are:
Frontier at Oak Ridge National Laboratory (ORNL) with 8,699,904 cores.",This document,41,document,contain,Slurm administrator information,42,slurm administrator information,openie_spacy,2026-01-15T10:35:53Z
59,doc_582b,doc_582b_sent_00022,The version of systemd shipped with SLES 12 SP2 contains support for the PIDs cgroup controller.,The version,1418,version,contain,support,2122,support,openie_spacy,2026-01-15T10:35:53Z
60,doc_582b,doc_582b_sent_00023,"Under the new systemd version, each init script or systemd service is limited to 512 threads/processes by default.",each init script,115,script,limit to,512 threads,184,thread,openie_spacy,2026-01-15T10:35:53Z
61,doc_582b,doc_582b_sent_00028,"User Limits
The ulimit values in effect for the slurmctld daemon should be set quite high for memory size, open file count and stack size.",User Limits,5924,user limit,set,quite high,2534,high,openie_spacy,2026-01-15T10:35:53Z
62,doc_582b,doc_582b_sent_00031,"Job Accounting Gather Plugin (JobAcctGatherType)
Job accounting relies upon the slurmstepd daemon on each compute node periodically sampling data. This data collection will take compute cycles away from the application inducing what is known as system noise.",Job Accounting Gather Plugin,106,plugin,rely upon,the slurmstepd daemon,1447,daemon,openie_spacy,2026-01-15T10:35:53Z
63,doc_582b,doc_582b_sent_00031,"Job Accounting Gather Plugin (JobAcctGatherType)
Job accounting relies upon the slurmstepd daemon on each compute node periodically sampling data. This data collection will take compute cycles away from the application inducing what is known as system noise.",Job accounting,210,job accounting,rely upon,the slurmstepd daemon,1447,daemon,openie_spacy,2026-01-15T10:35:53Z
64,doc_582b,doc_582b_sent_00039,MinJobAge specifies the minimum number of seconds that a terminated job will be retained by Slurm's control daemon before purging.,MinJobAge,126,minjobage,specify,the minimum number,68,number,openie_spacy,2026-01-15T10:35:53Z
65,doc_582b,doc_582b_sent_00041,The configuration parameter SlurmdTimeout determines the interval at which slurmctld routinely communicates with slurmd.,The configuration parameter,4047,configuration parameter,determine,the interval,484,interval,openie_spacy,2026-01-15T10:35:53Z
66,doc_582b,doc_582b_sent_00041,The configuration parameter SlurmdTimeout determines the interval at which slurmctld routinely communicates with slurmd.,slurmctld,801,slurmctld,communicate with,slurmd,1910,slurmd,openie_spacy,2026-01-15T10:35:53Z
67,doc_582b,doc_582b_sent_00047,"Depending upon the processor speed and architecture, the communication of key-pair information may require extra time.",the communication,183,communication,require,extra time,117,time,openie_spacy,2026-01-15T10:35:53Z
68,doc_582b,doc_582b_sent_00050,"The individual slurmd daemons on compute nodes will initiate messages to the slurmctld daemon only when they start up or when the epilog completes for a job. When a job allocated a large number of nodes completes, it can cause a very large number of messages to be sent by the slurmd daemons on these nodes to the slurmctld daemon all at the same time. In order to spread this message traffic out over time and avoid message loss, The EpilogMsgTime parameter may be used. Note that even if messages are lost, they will be retransmitted, but this will result in a delay for reallocating resources to new jobs.",a job,24,job,allocate,a large number,68,number,openie_spacy,2026-01-15T10:35:53Z
69,doc_582b,doc_582b_sent_00050,"The individual slurmd daemons on compute nodes will initiate messages to the slurmctld daemon only when they start up or when the epilog completes for a job. When a job allocated a large number of nodes completes, it can cause a very large number of messages to be sent by the slurmd daemons on these nodes to the slurmctld daemon all at the same time. In order to spread this message traffic out over time and avoid message loss, The EpilogMsgTime parameter may be used. Note that even if messages are lost, they will be retransmitted, but this will result in a delay for reallocating resources to new jobs.",The EpilogMsgTime parameter,205,parameter,use in,order,1049,order,openie_spacy,2026-01-15T10:35:53Z
70,doc_582b,doc_582b_sent_00051,"Other
Slurm uses hierarchical communications between the slurmd daemons in order to increase parallelism and improve performance.","Other
Slurm",50,slurm,use,hierarchical communications,183,communication,openie_spacy,2026-01-15T10:35:53Z
71,doc_582b,doc_582b_sent_00051,"Other
Slurm uses hierarchical communications between the slurmd daemons in order to increase parallelism and improve performance.","Other
Slurm",50,slurm,use in,order,1049,order,openie_spacy,2026-01-15T10:35:53Z
72,doc_582b,doc_582b_sent_00053,The srun command automatically increases its open file limit to the hard limit in order to process all of the standard input and output connections to the launched tasks.,The srun command,858,srun command,increase,its open file limit,64,limit,openie_spacy,2026-01-15T10:35:53Z
73,doc_6722,doc_6722_sent_00003,The Slurm burst buffer plugins call a script at different points during the lifetime of a job:,The Slurm burst buffer plugins,6272,slurm burst buffer plugin,call,a script,115,script,openie_spacy,2026-01-15T10:35:53Z
74,doc_6722,doc_6722_sent_00009,This script runs on the slurmctld node.,This script,115,script,run on,the slurmctld node,6277,slurmctld node,openie_spacy,2026-01-15T10:35:53Z
75,doc_6722,doc_6722_sent_00010,"These are the supported plugins:
datawarp
lua
Datawarp
This plugin provides hooks to Cray's Datawarp APIs.","datawarp
lua
Datawarp
This plugin",106,plugin,provide,hooks,794,hook,openie_spacy,2026-01-15T10:35:53Z
76,doc_6722,doc_6722_sent_00012,"Slurm provides support for allocating these resources, staging files in, scheduling compute nodes for jobs using these resources, and staging files out.",Slurm,50,slurm,provide,support,2122,support,openie_spacy,2026-01-15T10:35:53Z
77,doc_6722,doc_6722_sent_00013,"Burst buffers can also be used as temporary storage during a job's lifetime, without file staging.",Burst buffers,6025,burst buffer,use as,temporary storage,846,storage,openie_spacy,2026-01-15T10:35:53Z
78,doc_6722,doc_6722_sent_00015,"Lua
This plugin provides hooks to an API that is defined by a Lua script.","Lua
This plugin",106,plugin,provide,hooks,794,hook,openie_spacy,2026-01-15T10:35:53Z
79,doc_6722,doc_6722_sent_00015,"Lua
This plugin provides hooks to an API that is defined by a Lua script.","Lua
This plugin",106,plugin,provide to,an API,254,api,openie_spacy,2026-01-15T10:35:53Z
80,doc_6722,doc_6722_sent_00017,"These tasks might include file staging, node maintenance, or any other task that is desired to run during one or more of the five job states listed above.",These tasks,506,task,include,file staging,6564,staging,openie_spacy,2026-01-15T10:35:53Z
81,doc_6722,doc_6722_sent_00020,"Configuration (for system administrators)
Common Configuration
To enable a burst buffer plugin, set BurstBufferType in slurm.conf.",Configuration,2,configuration,enable,a burst buffer plugin,6291,burst buffer plugin,openie_spacy,2026-01-15T10:35:53Z
82,doc_6722,doc_6722_sent_00030,"The JSON-C library must be installed in order to build Slurm's burst_buffer/datawarp and burst_buffer/lua plugins, which must parse JSON format data. See Slurm's JSON installation information for details.",The JSON-C library,2207,library,instal in,order,1049,order,openie_spacy,2026-01-15T10:35:53Z
83,doc_6722,doc_6722_sent_00033,The location of this script is defined by GetSysState in burst_buffer.conf.,The location,2882,location,define in,burst_buffer.conf,6301,burst_buffer.conf,openie_spacy,2026-01-15T10:35:53Z
84,doc_6722,doc_6722_sent_00034,"A template of this script is provided with Slurm: src/plugins/burst_buffer/datawarp/dw_wlm_cli
dwstat - the Slurm burst_buffer/datawarp plugin calls this script to get status information.",the Slurm burst_buffer/datawarp plugin,106,plugin,call,this script,115,script,openie_spacy,2026-01-15T10:35:53Z
85,doc_6722,doc_6722_sent_00036,The location of this script is defined by GetSysStatus in burst_buffer.conf.,The location,2882,location,define in,burst_buffer.conf,6301,burst_buffer.conf,openie_spacy,2026-01-15T10:35:53Z
86,doc_6722,doc_6722_sent_00038,The lua plugin calls a single script which must be named burst_buffer.lua.,The lua plugin,834,lua plugin,call,a single script,115,script,openie_spacy,2026-01-15T10:35:53Z
87,doc_6722,doc_6722_sent_00044,"Lua scripts may either be run by themselves in a separate process via the fork() and exec() system calls, or they may be called via Lua's C API from within an existing process. One of the goals of the lua plugin was to avoid calling fork() from within slurmctld because it can severely harm performance of the slurmctld. The datawarp plugin calls fork() and exec() from slurmctld for every burst buffer API call, and this has been shown to severely harm slurmctld performance. Therefore, slurmctld calls burst_buffer.lua using Lua's C API instead of using fork().",slurmctld,801,slurmctld,call,burst_buffer.lua,6323,burst_buffer.lua,openie_spacy,2026-01-15T10:35:53Z
88,doc_6722,doc_6722_sent_00054,"Whenever one of these functions needs to run, slurmctld tells slurmscriptd to run that function; slurmscriptd then calls fork() to create a new process, then calls the appropriate function.",slurmscriptd,6364,slurmscriptd,call,fork,3081,fork,openie_spacy,2026-01-15T10:35:53Z
89,doc_6722,doc_6722_sent_00059,"If slurmctld receives a signal, it could attempt to run the signal handler from burst_buffer.lua, even after a call to burst_buffer.lua is completed, which results in a crash.",slurmctld,801,slurmctld,receive,a signal,2778,signal,openie_spacy,2026-01-15T10:35:53Z
90,doc_6722,doc_6722_sent_00066,"If a job does not request a pool, then the pool defined by DefaultPool in burst_buffer.conf will be used. If a job does not request a pool and DefaultPool is not defined, then the job will be rejected.",a job,24,job,request,a pool,6383,pool,openie_spacy,2026-01-15T10:35:53Z
91,doc_6722,doc_6722_sent_00068,DefaultPool in burst_buffer.conf is not used in this plugin.,DefaultPool,6387,defaultpool,use in,burst_buffer.conf,6301,burst_buffer.conf,openie_spacy,2026-01-15T10:35:53Z
92,doc_6722,doc_6722_sent_00068,DefaultPool in burst_buffer.conf is not used in this plugin.,DefaultPool,6387,defaultpool,use in,this plugin,106,plugin,openie_spacy,2026-01-15T10:35:53Z
93,doc_6722,doc_6722_sent_00070,"If pools are not desired, then this function should just return slurm.",this function,841,function,return,slurm,50,slurm,openie_spacy,2026-01-15T10:35:53Z
94,doc_6722,doc_6722_sent_00076,"If a job does not request a number that is a multiple of granularity, then the job's request will be rounded up to the nearest multiple of granularity.",a job,24,job,request,a number,68,number,openie_spacy,2026-01-15T10:35:53Z
95,doc_6722,doc_6722_sent_00079,"Job Submission Commands
The normal mode of operation is for batch jobs to specify burst buffer requirements within the batch script.",batch jobs,24,job,specify,burst buffer requirements,1041,requirement,openie_spacy,2026-01-15T10:35:53Z
96,doc_6722,doc_6722_sent_00081,These lines will also describe the burst buffer requirements for the job.,These lines,2913,line,describe,the burst buffer requirements,1041,requirement,openie_spacy,2026-01-15T10:35:53Z
97,doc_6722,doc_6722_sent_00093,"Usually Slurm interprets KB, MB, GB, TB, PB, units as powers of 1024, but for Burst Buffers size specifications Slurm supports both IEC/SI formats. This is because the CRAY API supports both formats.",Slurm,50,slurm,support for,Burst Buffers size specifications,496,specification,openie_spacy,2026-01-15T10:35:53Z
98,doc_6722,doc_6722_sent_00095,"This function can perform validation of the directives used in the job script. If Slurm determines options are invalid, or if the burst buffer script returns an error, the job will be rejected and an error message will be returned directly to the user.",the burst buffer script,115,script,return,an error,253,error,openie_spacy,2026-01-15T10:35:53Z
99,doc_6722,doc_6722_sent_00095,"This function can perform validation of the directives used in the job script. If Slurm determines options are invalid, or if the burst buffer script returns an error, the job will be rejected and an error message will be returned directly to the user.",an error message,2994,error message,return to,the user,98,user,openie_spacy,2026-01-15T10:35:53Z
100,doc_6722,doc_6722_sent_00097,"If the job is accepted, but later fails (e.g. some problem staging files), the job will be held and its ""Reason"" field will be set to an error message provided by the underlying infrastructure.","its ""Reason"" field",1224,field,set to,an error message,2994,error message,openie_spacy,2026-01-15T10:35:53Z
101,doc_6722,doc_6722_sent_00102,"Datawarp
The directive of #DW (for ""DataWarp"") is used for burst buffer directives when using the burst_buffer/datawarp plugin.","Datawarp
The directive",1470,directive,use for,burst buffer directives,6412,burst buffer directive,openie_spacy,2026-01-15T10:35:53Z
102,doc_6722,doc_6722_sent_00103,"Please reference Cray documentation for details about the DataWarp options. For DataWarp systems, the directive of #BB can be used to create or delete persistent burst buffer storage.",the directive,1470,directive,use for,DataWarp systems,1285,system,openie_spacy,2026-01-15T10:35:53Z
103,doc_6722,doc_6722_sent_00108,"A job may also specify the pool from which it wants resources; if the job does not specify a pool, then the pool specified by DefaultPool in burst_buffer.conf will be used (if configured).",A job,24,job,specify,the pool,6383,pool,openie_spacy,2026-01-15T10:35:53Z
104,doc_6722,doc_6722_sent_00112,Since the directive must always begin with a # sign (which starts a comment in a shell script) this option should specify only the string following the # sign.,this option,150,option,specify,only the string,439,string,openie_spacy,2026-01-15T10:35:53Z
