chunk_id,doc_id,text,sentence_ids_json,num_sentences,start_char,end_char,estimated_tokens
doc_33d3_chunk_0004,doc_33d3,"batch step — A step created for jobs that were submitted with sbatch. The batch host, or the primary node for the job, will run an instance of slurmstepd for the batch step, which is used to run the script provided to sbatch. interactive step — A step created for jobs that were submitted with salloc when LaunchParameters=use_interactive_step is configured in your slurm.conf. The node on which you have the interactive shell will run an instance of slurmstepd to run the shell or the command provided to salloc. normal step — A job can have multiple normal steps, which will appear in sacct as <job_id>.<step_id>. These steps are created when srun is called from inside the job and the slurmstepd created will run the command passed to srun. Each step will have one instance of slurmstepd created per node in the step and each instance of slurmstepd can run multiple tasks in the same step.","[""doc_33d3_sent_00034"", ""doc_33d3_sent_00035"", ""doc_33d3_sent_00036"", ""doc_33d3_sent_00037"", ""doc_33d3_sent_00038"", ""doc_33d3_sent_00039""]",6,7363,8255,201
doc_33d3_chunk_0005,doc_33d3,Each step will have one instance of slurmstepd created per node in the step and each instance of slurmstepd can run multiple tasks in the same step.,"[""doc_33d3_sent_00039""]",1,8107,8255,35
doc_3583_chunk_0001,doc_3583,"All of the Slurm commands utilize a collection of Application Programming Interfaces (APIs) exposed through the ""slurm.h"" and ""slurmdb.h"" headers. Slurm's APIs are fixed within each major release. They do change — significantly — between each major release. Developers are encouraged to target Slurm's REST API which provides for broader cross-version compatibility.","[""doc_3583_sent_00001"", ""doc_3583_sent_00002"", ""doc_3583_sent_00003"", ""doc_3583_sent_00004""]",4,0,366,67
doc_3583_chunk_0002,doc_3583,Developers are encouraged to target Slurm's REST API which provides for broader cross-version compatibility.,"[""doc_3583_sent_00004""]",1,258,366,18
doc_3740_chunk_0001,doc_3740,"Core specialization is a feature designed to isolate system overhead (system interrupts, etc.) to designated cores on a compute node. This can reduce context switching in applications to improve completion time. The job processes will not be able to directly use the specialized cores. Command Options
All job allocation commands (salloc, sbatch and srun) accept the -S or --core-spec option with a core count value argument (e.g. ""-S 1"" or ""--core-spec=2""). The count identifies the number of cores to be reserved for system overhead on each allocated compute node. Note that the --core-spec option will be ignored if AllowSpecResourcesUsage is not enabled in your slurm.conf. Each job's core specialization count can be viewed using the scontrol, sview or squeue command. Specification of a core specialization count for a job step is ignored (i.e. for the srun command within a job allocation created using the salloc or sbatch command). Use the squeue command with the ""%X"" format option to see the count (it is not reported in the default output format). The scontrol and sview commands can also be used to modify the count for pending jobs. Explicitly setting a job's specialized core value implicitly sets its --exclusive option, reserving entire nodes for the job. The job will be charged for all non-specialized CPUs on the node and the job's NumCPUs value reported by the scontrol, sview and squeue commands will reflect all non-specialized CPUS on all allocated nodes as will the job's accounting. Note that, due to the implicit --exclusive, if the requested specialized core/thread count is lower than the number of cores in the CoreSpecCount or in the CpuSpecList of the allocated node, then the step will have access to all of the non-specialized cores as well as the specialized cores freed for this job. For example, suppose a node has AllowSpecResourcesUsage=yes and CoreSpecCount=2 configured in the slurm.conf for a node with a total of 16 Cores. If a job specified --core-spec=1, the implicit --exclusive would lead to an exclusive allocation of the node, leaving 15 cores for use by the job, and keeping 1 core for system use. In sacct, the step's allocated CPUs will include the specialized cores or threads that it has access to.","[""doc_3740_sent_00001"", ""doc_3740_sent_00002"", ""doc_3740_sent_00003"", ""doc_3740_sent_00004"", ""doc_3740_sent_00005"", ""doc_3740_sent_00006"", ""doc_3740_sent_00007"", ""doc_3740_sent_00008"", ""doc_3740_sent_00009"", ""doc_3740_sent_00010"", ""doc_3740_sent_00011"", ""doc_3740_sent_00012""]",12,0,2252,478
doc_3740_chunk_0002,doc_3740,"In sacct, the step's allocated CPUs will include the specialized cores or threads that it has access to. However, the job's allocated CPU count never includes specialized cores or threads to ensure that utilization reports are accurate. Here is an example configuration, setting cores 0 and 1 as specialized:
AllowSpecResourcesUsage=yes
Nodename=n0 Port=10100 CoresPerSocket=16 ThreadsPerCore=1 CpuSpecList=0-1
Submit a job requesting a core spec count of 1 (freeing up core number 1 for job use). Granted job allocation 4152
$ srun bash -c 'cat /proc/self/status |grep Cpus_'
Cpus_allowed: fffe
Cpus_allowed_list: 1-15
Notice the job CPU count vs the step CPU count. $ sacct -j 4152 -ojobid%20,alloccpus
 JobID AllocCPUS
Core Selection
The specific resources to be used for specialization may be identified using the CPUSpecList configuration parameter associated with each node in the slurm.conf file. If CoreSpecCount is configured, but not CPUSpecList, the cores selected for specialization will follow the assignment algorithm described below . The first core selected will be the highest numbered core on the highest numbered socket. Subsequent cores selected will be the highest numbered core on lower numbered sockets. If additional cores are required, they will come from the next highest numbered cores on each socket. By way of example, consider a node with two sockets, each with four cores. The specialized cores will be selected in the following order: socket: 1 core: 3
socket: 0 core: 3
socket: 1 core: 2
socket: 0 core: 2
socket: 1 core: 1
socket: 0 core: 1
socket: 1 core: 0
socket: 0 core: 0
Slurm can be configured to specialize the first, rather than the last cores by configuring SchedulerParameters=spec_cores_first. In that case, the first core selected will be the lowest numbered core on the lowest numbered socket.","[""doc_3740_sent_00012"", ""doc_3740_sent_00013"", ""doc_3740_sent_00014"", ""doc_3740_sent_00015"", ""doc_3740_sent_00016"", ""doc_3740_sent_00017"", ""doc_3740_sent_00018"", ""doc_3740_sent_00019"", ""doc_3740_sent_00020"", ""doc_3740_sent_00021"", ""doc_3740_sent_00022"", ""doc_3740_sent_00023""]",12,2148,4020,373
doc_3740_chunk_0003,doc_3740,"In that case, the first core selected will be the lowest numbered core on the lowest numbered socket. Subsequent cores selected will be the lowest numbered core on higher numbered sockets. If additional cores are required, they well come from the next lowest numbered cores on each socket. Note that core specialization reservation may impact the use of some job allocation request options, especially --cores-per-socket. System Configuration
Core specialization requires SelectType=cons_tres and the task/cgroup TaskPlugin. Specialized resources should be configured in slurm.conf on the node specification line using the CoreSpecCount or CPUSpecList options to identify the CPUs to reserve. The MemSpecLimit option can be used to reserve memory. These resources will be reserved using Linux cgroups. The compute node daemon, slurmd, will be constrained to the reserved resources unless TaskPluginParam SlurmdOffSpec is specified. If cgroup/v1 is used, the slurmstepd processes will also be constrained to the reserved resources. Users wanting a different number of specialized cores should use the --core-spec option as described above. A job's core specialization option will be silently cleared on other configurations.","[""doc_3740_sent_00023"", ""doc_3740_sent_00024"", ""doc_3740_sent_00025"", ""doc_3740_sent_00026"", ""doc_3740_sent_00027"", ""doc_3740_sent_00028"", ""doc_3740_sent_00029"", ""doc_3740_sent_00030"", ""doc_3740_sent_00031"", ""doc_3740_sent_00032"", ""doc_3740_sent_00033"", ""doc_3740_sent_00034""]",12,3919,5142,228
doc_3740_chunk_0004,doc_3740,"A job's core specialization option will be silently cleared on other configurations. In addition, each compute node's core count must be configured or the CPUs count must be configured to the node's core count. If the core count is not configured and the CPUs value is configured to the count of hyperthreads, then hyperthreads rather than cores will be reserved for system use. If users are to be granted the right to control the number of specialized cores for their job, the configuration parameter AllowSpecResourcesUsage must be set to a value of 1.","[""doc_3740_sent_00034"", ""doc_3740_sent_00035"", ""doc_3740_sent_00036""]",3,5058,5612,120
doc_3740_chunk_0005,doc_3740,"If users are to be granted the right to control the number of specialized cores for their job, the configuration parameter AllowSpecResourcesUsage must be set to a value of 1.","[""doc_3740_sent_00036""]",1,5437,5612,39
doc_3773_chunk_0001,doc_3773,"Slurm Priority Site Factor Plugin API
Overview
This document describes Slurm site_factor plugins and the API that defines them. It is intended as a resource to programmers wishing to write their own Slurm site_factor plugins. Slurm site_factor plugins are Slurm plugins that implement the Slurm site_factor API described herein. They are designed to provide the site a way to build a custom multifactor priority factor, and will only be loaded and operation alongside PriorityType=priority/multifactor. The plugins are meant to set and update the site_factor value in the job_record_t corresponding to a given job. Note that the site_factor itself is an unsigned integer, but uses NICE_OFFSET as an offset to allow the value to be positive or negative. The plugin itself must add NICE_OFFSET to the value stored to site_factor for proper operation, otherwise the value itself will be extremely negative, and the job priority will likely drop to 1. (The lowest value that does not correspond to a held job.) Plugins must conform to the Slurm Plugin API with the following specifications:
const char plugin_type[]=""major/minor""
The major type must be ""site_factor"" The minor type can be any recognizable abbreviation for the specific plugin. const char plugin_name[]
Some descriptive name for the plugin. There is no requirement with respect to its format. const uint32_t plugin_version
If specified, identifies the version of Slurm used to build this plugin and any attempt to load the plugin from a different version of Slurm will result in an error. If not specified, then the plugin may be loaded by Slurm commands and daemons from any version, however this may result in difficult to diagnose failures due to changes in the arguments to plugin functions or changes in other Slurm functions used by the plugin. API Functions
The following functions must appear. Functions which are not implemented must be stubbed, or the plugin will fail to load. int init(void)
Description:
Called when the plugin is loaded, before any other functions are called. Put global initialization here. Returns:
SLURM_SUCCESS on success, or
SLURM_ERROR on failure.","[""doc_3773_sent_00001"", ""doc_3773_sent_00002"", ""doc_3773_sent_00003"", ""doc_3773_sent_00004"", ""doc_3773_sent_00005"", ""doc_3773_sent_00006"", ""doc_3773_sent_00007"", ""doc_3773_sent_00008"", ""doc_3773_sent_00009"", ""doc_3773_sent_00010"", ""doc_3773_sent_00011"", ""doc_3773_sent_00012""]",12,0,2145,439
doc_3773_chunk_0002,doc_3773,"Returns:
SLURM_SUCCESS on success, or
SLURM_ERROR on failure. void fini(void)
Description:
Called when the plugin is removed. Clear any allocated storage here. None.
Note: These init and fini functions are not the same as those described in the dlopen (3) system library. The C run-time system co-opts those symbols for its own initialization. The system _init() is called before the Slurm init(), and the Slurm fini() is called before the system's _fini(). void site_factor_p_reconfig(void)
Description: Refresh the plugin's configuration. Called whenever slurmctld is reconfigured. Returns: void
void site_factor_p_set(job_record_t *job_ptr)
Description: Sets the site_priority of the job, if desired. Arguments:
job_ptr (input) pointer to the job record. Returns: void
void site_factor_p_update(void)
Description: Handle periodic updates to all site_priority values in the job_list. Called every
Returns: void
Parameters These parameters can be used in the slurm.conf to configure the plugin and the frequency at which to gather information about running jobs. PrioritySiteFactorParameters
Optional parameters for the site_factor plugin. Interpretation of any value is left to the site_factor plugin itself. PrioritySiteFactorPlugin
Specifies which plugin should be used.","[""doc_3773_sent_00012"", ""doc_3773_sent_00013"", ""doc_3773_sent_00014"", ""doc_3773_sent_00015"", ""doc_3773_sent_00016"", ""doc_3773_sent_00017"", ""doc_3773_sent_00018"", ""doc_3773_sent_00019"", ""doc_3773_sent_00020"", ""doc_3773_sent_00021"", ""doc_3773_sent_00022"", ""doc_3773_sent_00023""]",12,2083,3367,226
doc_3773_chunk_0003,doc_3773,"PrioritySiteFactorPlugin
Specifies which plugin should be used. PriorityCalcPeriod
Interval between calls to site_factor_p_update()","[""doc_3773_sent_00023"", ""doc_3773_sent_00024""]",2,3303,3434,16
doc_3773_chunk_0004,doc_3773,"PriorityCalcPeriod
Interval between calls to site_factor_p_update()","[""doc_3773_sent_00024""]",1,3367,3434,7
doc_37f2_chunk_0001,doc_37f2,"Fair Tree prioritizes users such that if accounts A and B are siblings and A has a higher fairshare factor than B, all children of A will have higher fairshare factors than all children of B.
Some of the benefits include:
All users from a higher priority account receive a higher fair share factor than all users from a lower priority account. Users are sorted and ranked to prevent errors due to precision loss. Ties are allowed. Account coordinators cannot accidentally harm the priority of their users relative to users in other accounts. Users are extremely unlikely to have exactly the same fairshare factor as another user due to loss of precision in calculations. New jobs are immediately assigned a priority. Overview for End Users
This section is intended for non-admin users who just want to know how their fairshare factor is determined. Run sshare -l (lowercase ""L"") to view the following columns: FairShare, Level FS. Note that Level FS values are infinity if the association has no usage. If an account has a higher Level FS value than any other sibling user or sibling account, all children of that account will have a higher FairShare value than the children of the other account. This is true at every level of the association tree. The FairShare value is obtained by using the Fair Tree algorithm to rank all users in the order that they should be prioritized (descending). The FairShare value is the user's rank divided by the total number of user associations.","[""doc_37f2_sent_00001"", ""doc_37f2_sent_00002"", ""doc_37f2_sent_00003"", ""doc_37f2_sent_00004"", ""doc_37f2_sent_00005"", ""doc_37f2_sent_00006"", ""doc_37f2_sent_00007"", ""doc_37f2_sent_00008"", ""doc_37f2_sent_00009"", ""doc_37f2_sent_00010"", ""doc_37f2_sent_00011"", ""doc_37f2_sent_00012""]",12,0,1480,328
doc_37f2_chunk_0002,doc_37f2,"The FairShare value is the user's rank divided by the total number of user associations. The highest ranked user receives a 1.0 fairshare value. If you (UserA) have a lower FairShare value than another user (UserB) and want to know why, find the first common ancestor account. At the level below the common ancestor, compare the Level FS value of your ancestor to the Level FS value of UserB's ancestor. Your ancestor has a lower Level FS value than UserB's ancestor. For information on how Level FS value is calculated, read the section about the Level FS equation. For example, assume the association tree contains UserA and UserB as follows: root => Acct1 => Acct12 => UserA
root => Acct1 => Acct16 => UserB
Acct1 is the first common ancestor of UserA and UserB. Check the Level FS values of Acct12 and Acct16. If UserB has a higher FairShare value than UserA, Acct16 has a higher Level FS value than Acct12. The sections below contain more information about the algorithm, including how the final fairshare factor and the Level FS values are calculated. Algorithm
An equation is used to calculate a Level Fairshare value for each association, only considering the shares and usage of itself and its siblings. A rooted plane tree (PDF download), also known as a rooted ordered tree, is logically created then sorted by Level Fairshare with the highest values on the left. The tree is then visited in a depth-first traversal.","[""doc_37f2_sent_00012"", ""doc_37f2_sent_00013"", ""doc_37f2_sent_00014"", ""doc_37f2_sent_00015"", ""doc_37f2_sent_00016"", ""doc_37f2_sent_00017"", ""doc_37f2_sent_00018"", ""doc_37f2_sent_00019"", ""doc_37f2_sent_00020"", ""doc_37f2_sent_00021"", ""doc_37f2_sent_00022"", ""doc_37f2_sent_00023""]",12,1392,2819,318
doc_37f2_chunk_0003,doc_37f2,"The tree is then visited in a depth-first traversal. Users are ranked in pre-order as they are found. The ranking is used to create the final fairshare factor for the user. The algorithm performs a single traversal of the tree since all the steps can be combined. The basic idea is to set rank equal to the count of user associations then start at root: Calculate Level Fairshare for the subtree's children
Sort children of the subtree
Visit the children in descending order
If user, assign a final fairshare factor similar to (rank-- / user_assoc_count) If account, descend to account
Level Fairshare Calculation
The Level Fairshare equation is described below. Under-served associations will have a value greater than 1.0. Over-served associations will have a value between 0.0 and 1.0. LF = S / U
LF
is the association's Level Fairshare
S
also known as Shares Norm, S is the association's assigned shares normalized to the shares assigned to itself and its siblings: S = Srawself / Srawself+siblings
U
also known as Effective Usage, U is the association's usage normalized to the account's usage: U = Urawself / Urawself+siblings
U and S are in the range 0.0 .. 1.0. LF is in the range 0.0 .. infinity. Ties
Ties are handled as follows:
Sibling users with the same Level Fairshare receive the same rank
A user with the same Level Fairshare as a sibling account will receive the same rank as its highest ranked user
Sibling accounts with the same Level Fairshare have their children lists merged before descending
sshare
sshare was modified to show the Level Fairshare value as Level FS when the -l (long) parameter is specified. The field shows the value for each association, thus allowing users to see the results of the fairshare calculation at each level.","[""doc_37f2_sent_00023"", ""doc_37f2_sent_00024"", ""doc_37f2_sent_00025"", ""doc_37f2_sent_00026"", ""doc_37f2_sent_00027"", ""doc_37f2_sent_00028"", ""doc_37f2_sent_00029"", ""doc_37f2_sent_00030"", ""doc_37f2_sent_00031"", ""doc_37f2_sent_00032"", ""doc_37f2_sent_00033"", ""doc_37f2_sent_00034""]",12,2767,4530,390
doc_37f2_chunk_0004,doc_37f2,"The field shows the value for each association, thus allowing users to see the results of the fairshare calculation at each level. Note: Norm Usage is not used by Fair Tree but is still displayed. Configuration
The following slurm.conf parameters are used to configure the Fair Tree algorithm. See slurm.conf(5) man page for more details. PriorityType
Set this value to ""priority/multifactor"". PriorityCalcPeriod
PriorityCalcPeriod is the frequency in minutes that job half-life decay and Fair Tree calculations are performed. Important Notes
As the Fair Tree algorithm ranks all users, active or not, the administrator must carefully consider how to apply other priority weights in the priority/multifactor plugin. The PriorityWeightFairshare can be usefully set to a much smaller value than usual, possibly as low as 1 or 2 times the number of user associations. Fair Tree requires the Slurm Accounting Database to provide usage information and the assigned shares values. scontrol reconfigure does not cause the Fair Tree algorithm to run immediately, even if switching from a different algorithm. You may have to wait until the next iteration as defined by PriorityCalcPeriod.","[""doc_37f2_sent_00034"", ""doc_37f2_sent_00035"", ""doc_37f2_sent_00036"", ""doc_37f2_sent_00037"", ""doc_37f2_sent_00038"", ""doc_37f2_sent_00039"", ""doc_37f2_sent_00040"", ""doc_37f2_sent_00041"", ""doc_37f2_sent_00042""]",9,4399,5579,234
doc_37f2_chunk_0005,doc_37f2,You may have to wait until the next iteration as defined by PriorityCalcPeriod.,"[""doc_37f2_sent_00042""]",1,5500,5579,16
doc_385e_chunk_0001,doc_385e,"Slurm, using the default node allocation plug-in, allocates nodes to jobs in exclusive mode. This means that even when all the resources within a node are not utilized by a given job, another job will not have access to these resources. Nodes possess resources such as processors, memory, swap, local disk, etc. and jobs consume these resources. The exclusive use default policy in Slurm can result in inefficient utilization of the cluster and of its nodes resources. Slurm's cons_tres plugin is available to manage resources on a much more fine-grained basis as described below. Using the Consumable Trackable Resource Plugin: select/cons_tres
The Consumable Trackable Resources (cons_tres) plugin has been built to work with several resources. It can track a Board, Socket, Core, CPU, Memory as well as any combination of the logical processors with Memory:
CPU (CR_CPU): CPU as a consumable resource. No notion of sockets, cores, or threads. On a multi-core system CPUs will be cores. On a multi-core/hyperthread system CPUs will be threads. On a single-core system CPUs are CPUs. Board (CR_Board): Baseboard as a consumable resource. Socket (CR_Socket): Socket as a consumable resource. Core (CR_Core): Core as a consumable resource. Socket and Memory (CR_Socket_Memory): Socket and Memory as consumable resources.","[""doc_385e_sent_00001"", ""doc_385e_sent_00002"", ""doc_385e_sent_00003"", ""doc_385e_sent_00004"", ""doc_385e_sent_00005"", ""doc_385e_sent_00006"", ""doc_385e_sent_00007"", ""doc_385e_sent_00008"", ""doc_385e_sent_00009"", ""doc_385e_sent_00010"", ""doc_385e_sent_00011"", ""doc_385e_sent_00012""]",12,0,1320,263
doc_385e_chunk_0002,doc_385e,"Socket and Memory (CR_Socket_Memory): Socket and Memory as consumable resources. Core and Memory (CR_Core_Memory): Core and Memory as consumable resources. CPU and Memory (CR_CPU_Memory) CPU and Memory as consumable resources. parameters assume OverSubscribe=No or OverSubscribe=Force. The cons_tres plugin also provides functionality specifically related to GPUs. Default number of CPUs allocated per GPU. DefMemPerGPU: Default amount of memory allocated per GPU. Additional job submit options available for the cons_tres plugin:
--cpus-per-gpu=: Number of CPUs for every GPU. Count of GPUs for entire job allocation. --gpu-bind=: Bind task to specific GPU(s). --gpu-freq=: Request specific GPU/memory frequencies. --gpus-per-node=: Number of GPUs per node.","[""doc_385e_sent_00012"", ""doc_385e_sent_00013"", ""doc_385e_sent_00014"", ""doc_385e_sent_00015"", ""doc_385e_sent_00016"", ""doc_385e_sent_00017"", ""doc_385e_sent_00018"", ""doc_385e_sent_00019"", ""doc_385e_sent_00020"", ""doc_385e_sent_00021"", ""doc_385e_sent_00022"", ""doc_385e_sent_00023""]",12,1239,2088,130
doc_385e_chunk_0003,doc_385e,"--gpus-per-node=: Number of GPUs per node. --gpus-per-socket=: Number of GPUs per socket. --gpus-per-task=: Number of GPUs per task.
--mem-per-gpu=: Amount of memory for each GPU.
srun's -B extension for sockets, cores, and threads is ignored within the node allocation mechanism when CR_CPU or CR_CPU_MEMORY is selected. It is used to compute the total number of tasks when -n is not specified. In the cases where Memory is a consumable resource, the RealMemory parameter must be set in the slurm.conf to define a node's amount of real memory. The job submission commands (salloc, sbatch and srun) support the options --mem=MB and --mem-per-cpu=MB, permitting users to specify the maximum amount of real memory required per node or per allocated CPU. This option is required in the environments where Memory is a consumable resource. It is important to specify enough memory since Slurm will not allow the application to use more than the requested amount of real memory. The default value for --mem is inherited from DefMemPerNode. See srun(1) for more details. Using --overcommit or -O is allowed. When the process to logical processor pinning is enabled by using an appropriate TaskPlugin configuration parameter, the extra processes will time share the allocated resources. The Consumable Trackable Resource plugin is enabled via the SelectType parameter in the slurm.conf. # Excerpt from sample slurm.conf file
SelectType=select/cons_tres
General Comments
Slurm's default select/linear plugin is using a best fit algorithm based on number of consecutive nodes. The select/cons_tres plugin is enabled or disabled cluster-wide.","[""doc_385e_sent_00023"", ""doc_385e_sent_00024"", ""doc_385e_sent_00025"", ""doc_385e_sent_00026"", ""doc_385e_sent_00027"", ""doc_385e_sent_00028"", ""doc_385e_sent_00029"", ""doc_385e_sent_00030"", ""doc_385e_sent_00031"", ""doc_385e_sent_00032"", ""doc_385e_sent_00033"", ""doc_385e_sent_00034""]",12,2045,3677,321
doc_385e_chunk_0004,doc_385e,"The select/cons_tres plugin is enabled or disabled cluster-wide. In the case where select/linear is enabled, the normal Slurm behaviors are not disrupted. The major change users see when using the select/cons_tres plugin is that jobs can be co-scheduled on nodes when resources permit it. Generic resources (such as GPUs) can also be tracked individually with this plugin. The rest of Slurm, such as srun and its options (except srun -s ...), etc. are not affected by this plugin. Slurm is, from the user's point of view, working the same way as when using the default node selection scheme. The --exclusive srun option allows users to request nodes in exclusive mode even when consumable resources is enabled. See srun(1) for details. srun's -s or --oversubscribe is incompatible with the consumable resource environment and will therefore not be honored. Since this environment's nodes are shared by default, --exclusive allows users to obtain dedicated nodes. The --oversubscribe and --exclusive options are mutually exclusive when used at job submission. If both options are set when submitting a job, the job submission command used will fatal. Examples of CR_Socket_Memory, and CR_CPU_Memory type consumable resources
NODELIST NODES PARTITION STATE CPUS S:C:T MEMORY
hydra[12-16] 5 allNodes* ... 4 2:2:1 2007
Using select/cons_tres plug-in with CR_Socket_Memory (2 sockets/node) Example 1:
# srun -N 5 -n 5 --mem=1000 sleep 100 & <-- running
# srun -n 1 -w hydra12 --mem=2000 sleep 100 & <-- queued and waiting for resources
JOBID PARTITION NAME USER ST TIME NODES NODELIST(REASON)
 1890","[""doc_385e_sent_00034"", ""doc_385e_sent_00035"", ""doc_385e_sent_00036"", ""doc_385e_sent_00037"", ""doc_385e_sent_00038"", ""doc_385e_sent_00039"", ""doc_385e_sent_00040"", ""doc_385e_sent_00041"", ""doc_385e_sent_00042"", ""doc_385e_sent_00043"", ""doc_385e_sent_00044"", ""doc_385e_sent_00045""]",12,3612,5205,323
doc_385e_chunk_0005,doc_385e,"Example 1:
# srun -N 5 -n 5 --mem=1000 sleep 100 & <-- running
# srun -n 1 -w hydra12 --mem=2000 sleep 100 & <-- queued and waiting for resources
JOBID PARTITION NAME USER ST TIME NODES NODELIST(REASON)
 1890 allNodes sleep sballe PD 0:00 1 (Resources)
 1889 allNodes sleep sballe R 0:08 5 hydra[12-16]
Example 2:
# srun -N 5 -n 10 --mem=10 sleep 100 & <-- running
# srun -n 1 --mem=10 sleep 100 & <-- queued and waiting for resourcessqueue
JOBID PARTITION NAME USER ST TIME NODES NODELIST(REASON)
 1831 allNodes sleep sballe PD 0:00 1 (Resources)
 1830 allNodes sleep sballe R 0:07 5 hydra[12-16]
Using select/cons_tres plug-in with CR_CPU_Memory (4 CPUs/node) Example 1:
# srun -N 5 -n 5 --mem=1000 sleep 100 & <-- running
# srun -N 5 -n 5 --mem=10 sleep 100 & <-- running
# srun 5 -n 5 --mem=1000 sleep 100 & <-- queued and waiting for resources
JOBID PARTITION NAME USER ST TIME NODES NODELIST(REASON)
 1835 allNodes sleep sballe PD 0:00 5 (Resources)
 1833 allNodes sleep sballe R 0:10 5 hydra[12-16]
 1834 allNodes sleep sballe R 0:07 5 hydra[12-16]
Example 2:
# srun -N 5 -n 20 --mem=10 sleep 100 & <-- running
# srun -n 1 --mem=10 sleep 100 & <-- queued and waiting for resources
JOBID PARTITION NAME USER ST TIME NODES NODELIST(REASON) allNodes sleep sballe PD 0:00 1 (Resources)
 1836 allNodes sleep sballe R 0:11 5 hydra[12-16]
Example of Node Allocations Using Consumable Resource Plugin","[""doc_385e_sent_00045"", ""doc_385e_sent_00046"", ""doc_385e_sent_00047"", ""doc_385e_sent_00048"", ""doc_385e_sent_00049"", ""doc_385e_sent_00050"", ""doc_385e_sent_00051"", ""doc_385e_sent_00052"", ""doc_385e_sent_00053"", ""doc_385e_sent_00054"", ""doc_385e_sent_00055"", ""doc_385e_sent_00056""]",12,4997,6406,318
doc_385e_chunk_0006,doc_385e,"allNodes sleep sballe PD 0:00 1 (Resources)
 1836 allNodes sleep sballe R 0:11 5 hydra[12-16]
Example of Node Allocations Using Consumable Resource Plugin The following example illustrates the different ways four jobs are allocated across a cluster using (1) Slurm's default allocation method (exclusive mode) and (2) a processor as consumable resource approach. It is important to understand that the example listed below is a contrived example and is only given here to illustrate the use of CPUs as consumable resources. Job 2 and Job 3 call for the node count to equal the processor count. This would typically be done because that one task per node requires all of the memory, disk space, etc. The bottleneck would not be processor count. Trying to execute more than one job per node will almost certainly severely impact a parallel job's performance. The biggest beneficiary of CPUs as consumable resources will be serial jobs or jobs with modest parallelism, which can effectively share resources. On many systems with larger processor count, jobs typically run one fewer task than there are processors to minimize interference by the kernel and daemons. The example cluster is composed of 4 nodes (10 CPUs in total):
linux01 (with 2 processors),
linux02 (with 2 processors),
linux03 (with 2 processors), and
linux04 (with 4 processors). [2] srun -n 4 -N 4 sleep 120 &
[3] srun -n 3 -N 3 sleep 120 &
[4] srun -n 1 sleep 120 &
[5] srun -n 3 sleep 120 &
The user launches them in the same order as listed above. Using Slurm's Default Node Allocation (Non-shared Mode)","[""doc_385e_sent_00056"", ""doc_385e_sent_00057"", ""doc_385e_sent_00058"", ""doc_385e_sent_00059"", ""doc_385e_sent_00060"", ""doc_385e_sent_00061"", ""doc_385e_sent_00062"", ""doc_385e_sent_00063"", ""doc_385e_sent_00064"", ""doc_385e_sent_00065"", ""doc_385e_sent_00066"", ""doc_385e_sent_00067""]",12,6251,7857,345
doc_385e_chunk_0007,doc_385e,"Using Slurm's Default Node Allocation (Non-shared Mode) The four jobs have been launched and 3 of the jobs are now pending, waiting to get resources allocated to them. Only Job 2 is running since it uses one CPU on all 4 nodes. This means that linux01 to linux03 each have one idle CPU and linux04 has 3 idle CPUs. JOBID PARTITION NAME USER ST TIME NODES NODELIST(REASON)
 3 lsf sleep root PD 0:00 3 (Resources)
 4 lsf sleep root PD 0:00 1 (Resources)
 2 lsf sleep root R 0:14 4 linux[01-04] Once Job 2 is finished, Job 3 is scheduled and runs on linux01, linux02, and linux03. Job 3 is only using one CPU on each of the 3 nodes. Job 4 can be allocated onto the remaining idle node (linux04) so Job 3 and Job 4 can run concurrently on the cluster. Job 5 has to wait for idle nodes to be able to run. JOBID PARTITION NAME USER ST TIME NODES NODELIST(REASON)
 3 lsf sleep root R 0:11 3 linux[01-03]
 4 lsf sleep root R 0:11 1 linux04
Once Job 3 finishes, Job 5 is allocated resources and can run. The advantage of the exclusive mode scheduling policy is that the a job gets all the resources of the assigned nodes for optimal parallel performance. The drawback is that jobs can tie up large amount of resources that it does not use and which cannot be shared with other jobs. Using a Processor Consumable Resource Approach
We will run through the same scenario again using the cons_tres plugin and CPUs as the consumable resource. The output of squeue shows that we have 3 out of the 4 jobs allocated and running. This is a 2 running job increase over the default Slurm approach.","[""doc_385e_sent_00067"", ""doc_385e_sent_00068"", ""doc_385e_sent_00069"", ""doc_385e_sent_00070"", ""doc_385e_sent_00071"", ""doc_385e_sent_00072"", ""doc_385e_sent_00073"", ""doc_385e_sent_00074"", ""doc_385e_sent_00075"", ""doc_385e_sent_00076"", ""doc_385e_sent_00077"", ""doc_385e_sent_00078""]",12,7801,9379,383
