id,doc_id,sentence_id,sentence_text,subj_text,subj_canonical_id,subj_canonical_term,rel_text,obj_text,obj_canonical_id,obj_canonical_term,method,confidence,created_at
11,doc_4387,doc_4387_sent_00023,SlurmDBD (Slurm Database Daemon) provides such services.,SlurmDBD,182,slurmdbd,provide,such services,,,openie_spacy,1.0,2025-12-17T18:08:41Z
12,doc_4387,doc_4387_sent_00024,"SlurmDBD is written in C, multi-threaded, secure and fast.",SlurmDBD,182,slurmdbd,write in,C,,,openie_spacy,1.0,2025-12-17T18:08:41Z
13,doc_4387,doc_4387_sent_00027,"Note that SlurmDBD relies upon existing Slurm plugins for authentication and Slurm SQL for database use, but the other Slurm commands and daemons are not required on the host where SlurmDBD is installed. Install the slurm and slurm-slurmdbd RPMs on the server where SlurmDBD is to run.",SlurmDBD,182,slurmdbd,rely upon,existing Slurm plugins,,,openie_spacy,1.0,2025-12-17T18:08:41Z
14,doc_4387,doc_4387_sent_00027,"Note that SlurmDBD relies upon existing Slurm plugins for authentication and Slurm SQL for database use, but the other Slurm commands and daemons are not required on the host where SlurmDBD is installed. Install the slurm and slurm-slurmdbd RPMs on the server where SlurmDBD is to run.",the other Slurm commands,,,require on,the host,,,openie_spacy,1.0,2025-12-17T18:08:41Z
15,doc_4387,doc_4387_sent_00028,"Note if you switch from using the MySQL plugin to use the SlurmDBD plugin you must make sure the cluster has been added to the database. The MySQL plugin doesn't require this, but also will not hurt things if you have it there when using the MySQL plugin. You can verify with
sacctmgr list cluster",the cluster,,,add to,the database,,,openie_spacy,1.0,2025-12-17T18:08:41Z
16,doc_4387,doc_4387_sent_00028,"Note if you switch from using the MySQL plugin to use the SlurmDBD plugin you must make sure the cluster has been added to the database. The MySQL plugin doesn't require this, but also will not hurt things if you have it there when using the MySQL plugin. You can verify with
sacctmgr list cluster",The MySQL plugin,,,require,this,,,openie_spacy,1.0,2025-12-17T18:08:41Z
17,doc_4387,doc_4387_sent_00028,"Note if you switch from using the MySQL plugin to use the SlurmDBD plugin you must make sure the cluster has been added to the database. The MySQL plugin doesn't require this, but also will not hurt things if you have it there when using the MySQL plugin. You can verify with
sacctmgr list cluster",you,,,have,it,,,openie_spacy,1.0,2025-12-17T18:08:41Z
18,doc_4387,doc_4387_sent_00028,"Note if you switch from using the MySQL plugin to use the SlurmDBD plugin you must make sure the cluster has been added to the database. The MySQL plugin doesn't require this, but also will not hurt things if you have it there when using the MySQL plugin. You can verify with
sacctmgr list cluster",You,,,verify with,sacctmgr list cluster,,,openie_spacy,1.0,2025-12-17T18:08:41Z
19,doc_4387,doc_4387_sent_00029,"If the cluster isn't there, add it (where my cluster's name was snowflake):
sacctmgr add cluster snowflake
Failure to do so will result in the slurmctld failing to talk to the slurmdbd after the switch. If you plan to upgrade to a new version of Slurm don't switch plugins at the same time or you may get unexpected results. Do one then the other.",you,,,get,unexpected results,,,openie_spacy,1.0,2025-12-17T18:08:41Z
20,doc_4387,doc_4387_sent_00030,If SlurmDBD is configured for use but not responding then slurmctld will utilize an internal cache until SlurmDBD is returned to service.,SlurmDBD,182,slurmdbd,configure for,use,,,openie_spacy,1.0,2025-12-17T18:08:41Z
21,doc_4387,doc_4387_sent_00030,If SlurmDBD is configured for use but not responding then slurmctld will utilize an internal cache until SlurmDBD is returned to service.,slurmctld,201,slurmctld,utilize,an internal cache,,,openie_spacy,1.0,2025-12-17T18:08:41Z
22,doc_4387,doc_4387_sent_00030,If SlurmDBD is configured for use but not responding then slurmctld will utilize an internal cache until SlurmDBD is returned to service.,SlurmDBD,182,slurmdbd,return to,service,759,service,openie_spacy,1.0,2025-12-17T18:08:41Z
23,doc_4387,doc_4387_sent_00031,The cached data is written by slurmctld to local storage upon shutdown and recovered at startup.,The cached data,,,write upon,shutdown,3262,shutdown,openie_spacy,1.0,2025-12-17T18:08:41Z
24,doc_4387,doc_4387_sent_00033,Job and step accounting records generated by slurmctld will be written to a cache as needed and transferred to SlurmDBD when returned to service. Note that if SlurmDBD is down long enough for the number of queued records to exceed the maximum queue size then messages will begin to be dropped.,Job,50,job,write to,a cache,,,openie_spacy,1.0,2025-12-17T18:08:41Z
25,doc_4387,doc_4387_sent_00033,Job and step accounting records generated by slurmctld will be written to a cache as needed and transferred to SlurmDBD when returned to service. Note that if SlurmDBD is down long enough for the number of queued records to exceed the maximum queue size then messages will begin to be dropped.,the number,,,exceed,the maximum queue size,,,openie_spacy,1.0,2025-12-17T18:08:41Z
26,doc_4387,doc_4387_sent_00035,This does impose some constraints on the user naming and IDs.,This,,,impose,some constraints,,,openie_spacy,1.0,2025-12-17T18:08:41Z
27,doc_4387,doc_4387_sent_00035,This does impose some constraints on the user naming and IDs.,This,,,impose on,the user naming,,,openie_spacy,1.0,2025-12-17T18:08:41Z
28,doc_4387,doc_4387_sent_00036,"Accounting is maintained by user name (not user ID), but a given user name should refer to the same person across all of the computers. Authentication relies upon user ID numbers, so those must be uniform across all computers communicating with each SlurmDBD, at least for users requiring authentication. In particular, the configured SlurmUser must have the same name and ID across all clusters. If you plan to have administrators of user accounts, limits, etc. they must also have consistent names and IDs across all clusters. If you plan to restrict access to accounting records (e.g. only permit a user to view records of his jobs), then all users should have consistent names and IDs.",a given user name,,,refer to,the same person,,,openie_spacy,1.0,2025-12-17T18:08:41Z
29,doc_4387,doc_4387_sent_00036,"Accounting is maintained by user name (not user ID), but a given user name should refer to the same person across all of the computers. Authentication relies upon user ID numbers, so those must be uniform across all computers communicating with each SlurmDBD, at least for users requiring authentication. In particular, the configured SlurmUser must have the same name and ID across all clusters. If you plan to have administrators of user accounts, limits, etc. they must also have consistent names and IDs across all clusters. If you plan to restrict access to accounting records (e.g. only permit a user to view records of his jobs), then all users should have consistent names and IDs.",a given user name,,,refer across,all,,,openie_spacy,1.0,2025-12-17T18:08:41Z
30,doc_4387,doc_4387_sent_00036,"Accounting is maintained by user name (not user ID), but a given user name should refer to the same person across all of the computers. Authentication relies upon user ID numbers, so those must be uniform across all computers communicating with each SlurmDBD, at least for users requiring authentication. In particular, the configured SlurmUser must have the same name and ID across all clusters. If you plan to have administrators of user accounts, limits, etc. they must also have consistent names and IDs across all clusters. If you plan to restrict access to accounting records (e.g. only permit a user to view records of his jobs), then all users should have consistent names and IDs.",Authentication,1807,authentication,rely upon,user ID numbers,,,openie_spacy,1.0,2025-12-17T18:08:41Z
31,doc_4387,doc_4387_sent_00036,"Accounting is maintained by user name (not user ID), but a given user name should refer to the same person across all of the computers. Authentication relies upon user ID numbers, so those must be uniform across all computers communicating with each SlurmDBD, at least for users requiring authentication. In particular, the configured SlurmUser must have the same name and ID across all clusters. If you plan to have administrators of user accounts, limits, etc. they must also have consistent names and IDs across all clusters. If you plan to restrict access to accounting records (e.g. only permit a user to view records of his jobs), then all users should have consistent names and IDs.",the configured SlurmUser,,,have,the same name,,,openie_spacy,1.0,2025-12-17T18:08:41Z
32,doc_4387,doc_4387_sent_00036,"Accounting is maintained by user name (not user ID), but a given user name should refer to the same person across all of the computers. Authentication relies upon user ID numbers, so those must be uniform across all computers communicating with each SlurmDBD, at least for users requiring authentication. In particular, the configured SlurmUser must have the same name and ID across all clusters. If you plan to have administrators of user accounts, limits, etc. they must also have consistent names and IDs across all clusters. If you plan to restrict access to accounting records (e.g. only permit a user to view records of his jobs), then all users should have consistent names and IDs.",the configured SlurmUser,,,have across,all clusters,,,openie_spacy,1.0,2025-12-17T18:08:41Z
33,doc_4387,doc_4387_sent_00036,"Accounting is maintained by user name (not user ID), but a given user name should refer to the same person across all of the computers. Authentication relies upon user ID numbers, so those must be uniform across all computers communicating with each SlurmDBD, at least for users requiring authentication. In particular, the configured SlurmUser must have the same name and ID across all clusters. If you plan to have administrators of user accounts, limits, etc. they must also have consistent names and IDs across all clusters. If you plan to restrict access to accounting records (e.g. only permit a user to view records of his jobs), then all users should have consistent names and IDs.",they,,,have,consistent names,,,openie_spacy,1.0,2025-12-17T18:08:41Z
34,doc_4387,doc_4387_sent_00036,"Accounting is maintained by user name (not user ID), but a given user name should refer to the same person across all of the computers. Authentication relies upon user ID numbers, so those must be uniform across all computers communicating with each SlurmDBD, at least for users requiring authentication. In particular, the configured SlurmUser must have the same name and ID across all clusters. If you plan to have administrators of user accounts, limits, etc. they must also have consistent names and IDs across all clusters. If you plan to restrict access to accounting records (e.g. only permit a user to view records of his jobs), then all users should have consistent names and IDs.",they,,,have across,all clusters,,,openie_spacy,1.0,2025-12-17T18:08:41Z
35,doc_4387,doc_4387_sent_00036,"Accounting is maintained by user name (not user ID), but a given user name should refer to the same person across all of the computers. Authentication relies upon user ID numbers, so those must be uniform across all computers communicating with each SlurmDBD, at least for users requiring authentication. In particular, the configured SlurmUser must have the same name and ID across all clusters. If you plan to have administrators of user accounts, limits, etc. they must also have consistent names and IDs across all clusters. If you plan to restrict access to accounting records (e.g. only permit a user to view records of his jobs), then all users should have consistent names and IDs.",all users,,,have,consistent names,,,openie_spacy,1.0,2025-12-17T18:08:41Z
36,doc_4387,doc_4387_sent_00037,"By default only lowercase usernames are supported, but you can configure Parameters=PreserveCaseUser in your slurmdbd.conf to allow usernames with uppercase characters.",only lowercase usernames,,,support by,default,118,default,openie_spacy,1.0,2025-12-17T18:08:41Z
37,doc_4387,doc_4387_sent_00037,"By default only lowercase usernames are supported, but you can configure Parameters=PreserveCaseUser in your slurmdbd.conf to allow usernames with uppercase characters.",you,,,configure,Parameters,268,parameter,openie_spacy,1.0,2025-12-17T18:08:41Z
38,doc_4387,doc_4387_sent_00037,"By default only lowercase usernames are supported, but you can configure Parameters=PreserveCaseUser in your slurmdbd.conf to allow usernames with uppercase characters.",=,,,preservecaseuser in,your slurmdbd.conf,,,openie_spacy,1.0,2025-12-17T18:08:41Z
39,doc_4387,doc_4387_sent_00038,"The best way to ensure security of the data is by authenticating communications to the SlurmDBD and we recommend MUNGE for that purpose. If you have one cluster managed by Slurm and execute the SlurmDBD on that one cluster, the normal MUNGE configuration will suffice.",we,,,recommend,MUNGE,2544,munge,openie_spacy,1.0,2025-12-17T18:08:41Z
40,doc_4387,doc_4387_sent_00038,"The best way to ensure security of the data is by authenticating communications to the SlurmDBD and we recommend MUNGE for that purpose. If you have one cluster managed by Slurm and execute the SlurmDBD on that one cluster, the normal MUNGE configuration will suffice.",we,,,recommend for,that purpose,,,openie_spacy,1.0,2025-12-17T18:08:41Z
41,doc_4387,doc_4387_sent_00038,"The best way to ensure security of the data is by authenticating communications to the SlurmDBD and we recommend MUNGE for that purpose. If you have one cluster managed by Slurm and execute the SlurmDBD on that one cluster, the normal MUNGE configuration will suffice.",you,,,have,one cluster,,,openie_spacy,1.0,2025-12-17T18:08:41Z
42,doc_4387,doc_4387_sent_00039,"Otherwise MUNGE should then be installed on all nodes of all Slurm managed clusters, plus the machine where SlurmDBD executes.",MUNGE,2544,munge,instal on,all nodes,,,openie_spacy,1.0,2025-12-17T18:08:41Z
43,doc_4387,doc_4387_sent_00040,You then have a choice of either having a single MUNGE key for all of these computers or maintaining a unique key for each of the clusters plus a second key for communications between the clusters for better security.,You,,,have,a choice,,,openie_spacy,1.0,2025-12-17T18:08:41Z
44,doc_4387,doc_4387_sent_00041,"MUNGE enhancements are planned to support two keys within a single configuration file, but presently two different daemons must be started with different configurations to support two different keys (create two key files and start the daemons with the --key-file option to locate the proper key plus the --socket option to specify distinct local domain sockets for each).",two different daemons,,,start with,different configurations,,,openie_spacy,1.0,2025-12-17T18:08:41Z
45,doc_4387,doc_4387_sent_00042,"The pathname of local domain socket will be needed in the Slurm and SlurmDBD configuration files (slurm.conf and slurmdbd.conf respectively, more details are provided below).",The pathname,,,need in,the Slurm,,,openie_spacy,1.0,2025-12-17T18:08:41Z
46,doc_4387,doc_4387_sent_00042,"The pathname of local domain socket will be needed in the Slurm and SlurmDBD configuration files (slurm.conf and slurmdbd.conf respectively, more details are provided below).",The pathname,,,need in,slurm.conf,1593,slurm.conf,openie_spacy,1.0,2025-12-17T18:08:41Z
47,doc_4387,doc_4387_sent_00043,"Whether you use any authentication module or not you will need to have a way for the SlurmDBD to get UIDs for users and/or admins. If using MUNGE, it is ideal for your users to have the same id on all your clusters. If this is the case you should have a combination of every cluster's /etc/passwd file on the database server to allow the DBD to resolve names for authentication.",you,,,use,any authentication module,,,openie_spacy,1.0,2025-12-17T18:08:41Z
48,doc_4387,doc_4387_sent_00043,"Whether you use any authentication module or not you will need to have a way for the SlurmDBD to get UIDs for users and/or admins. If using MUNGE, it is ideal for your users to have the same id on all your clusters. If this is the case you should have a combination of every cluster's /etc/passwd file on the database server to allow the DBD to resolve names for authentication.",the SlurmDBD,,,get,UIDs,,,openie_spacy,1.0,2025-12-17T18:08:41Z
49,doc_4387,doc_4387_sent_00043,"Whether you use any authentication module or not you will need to have a way for the SlurmDBD to get UIDs for users and/or admins. If using MUNGE, it is ideal for your users to have the same id on all your clusters. If this is the case you should have a combination of every cluster's /etc/passwd file on the database server to allow the DBD to resolve names for authentication.",the SlurmDBD,,,get for,users,,,openie_spacy,1.0,2025-12-17T18:08:41Z
50,doc_4387,doc_4387_sent_00043,"Whether you use any authentication module or not you will need to have a way for the SlurmDBD to get UIDs for users and/or admins. If using MUNGE, it is ideal for your users to have the same id on all your clusters. If this is the case you should have a combination of every cluster's /etc/passwd file on the database server to allow the DBD to resolve names for authentication.",your users,,,have,the same id,,,openie_spacy,1.0,2025-12-17T18:08:41Z
51,doc_4387,doc_4387_sent_00043,"Whether you use any authentication module or not you will need to have a way for the SlurmDBD to get UIDs for users and/or admins. If using MUNGE, it is ideal for your users to have the same id on all your clusters. If this is the case you should have a combination of every cluster's /etc/passwd file on the database server to allow the DBD to resolve names for authentication.",you,,,have,a combination,,,openie_spacy,1.0,2025-12-17T18:08:41Z
52,doc_4387,doc_4387_sent_00043,"Whether you use any authentication module or not you will need to have a way for the SlurmDBD to get UIDs for users and/or admins. If using MUNGE, it is ideal for your users to have the same id on all your clusters. If this is the case you should have a combination of every cluster's /etc/passwd file on the database server to allow the DBD to resolve names for authentication.",the DBD,,,resolve,names,,,openie_spacy,1.0,2025-12-17T18:08:41Z
53,doc_4387,doc_4387_sent_00043,"Whether you use any authentication module or not you will need to have a way for the SlurmDBD to get UIDs for users and/or admins. If using MUNGE, it is ideal for your users to have the same id on all your clusters. If this is the case you should have a combination of every cluster's /etc/passwd file on the database server to allow the DBD to resolve names for authentication.",the DBD,,,resolve for,authentication,1807,authentication,openie_spacy,1.0,2025-12-17T18:08:41Z
54,doc_4387,doc_4387_sent_00045,"If not using MUNGE, you should add anyone you want to be an administrator or operator to the passwd file.",you,,,add,anyone,,,openie_spacy,1.0,2025-12-17T18:08:41Z
55,doc_4387,doc_4387_sent_00046,"If they plan on running sacctmgr or any of the accounting tools they should have the same UID, or they will not authenticate correctly. An LDAP server could also serve as a way to gather this information.",they,,,have,the same UID,,,openie_spacy,1.0,2025-12-17T18:08:41Z
56,doc_4387,doc_4387_sent_00046,"If they plan on running sacctmgr or any of the accounting tools they should have the same UID, or they will not authenticate correctly. An LDAP server could also serve as a way to gather this information.",An LDAP server,,,serve as,a way,,,openie_spacy,1.0,2025-12-17T18:08:41Z
57,doc_4387,doc_4387_sent_00049,"Both instances of slurmdbd should have access to the same database, share the same munge key(s), and have the same users with the same UID/GIDs.",Both instances,,,have,access,1241,access,openie_spacy,1.0,2025-12-17T18:08:41Z
58,doc_4387,doc_4387_sent_00050,The network page has a visual representation of how this might look.,The network page,,,have,a visual representation,,,openie_spacy,1.0,2025-12-17T18:08:41Z
59,doc_4387,doc_4387_sent_00051,"Slurm JobComp Configuration
Presently job completion is not supported with the SlurmDBD, but can be written directly to a database, script or flat file.",job completion,3058,job completion,support with,the SlurmDBD,,,openie_spacy,1.0,2025-12-17T18:08:41Z
60,doc_4387,doc_4387_sent_00052,"If you are running with the accounting storage plugin, use of the job completion plugin is probably redundant.",you,,,run with,the accounting storage plugin,,,openie_spacy,1.0,2025-12-17T18:08:41Z
61,doc_4387,doc_4387_sent_00057,JobCompPort: Only needed if using a database. The network port that the database accepts communication on.,the database,,,accept,that,,,openie_spacy,1.0,2025-12-17T18:08:41Z
62,doc_4387,doc_4387_sent_00057,JobCompPort: Only needed if using a database. The network port that the database accepts communication on.,the database,,,accept,communication,150,communication,openie_spacy,1.0,2025-12-17T18:08:41Z
63,doc_4387,doc_4387_sent_00061,JobCompParams: Pass arbitrary text string to job completion plugin.,JobCompParams,3074,jobcompparam,pass,arbitrary text string,,,openie_spacy,1.0,2025-12-17T18:08:41Z
64,doc_4387,doc_4387_sent_00061,JobCompParams: Pass arbitrary text string to job completion plugin.,JobCompParams,3074,jobcompparam,pass to,job completion plugin,,,openie_spacy,1.0,2025-12-17T18:08:41Z
65,doc_4387,doc_4387_sent_00063,You can configure SlurmDBD to communicate with a database by using AccountingStorageType=accounting_storage/slurmdbd.,You,,,configure,SlurmDBD,182,slurmdbd,openie_spacy,1.0,2025-12-17T18:08:41Z
66,doc_4387,doc_4387_sent_00064,"This allows the creation of user entities called ""associations"", which consist of the cluster, a user, account and optionally a partition.",the creation,,,call,"""associations",,,openie_spacy,1.0,2025-12-17T18:08:41Z
67,doc_4387,doc_4387_sent_00064,"This allows the creation of user entities called ""associations"", which consist of the cluster, a user, account and optionally a partition.",which,,,consist of,the cluster,,,openie_spacy,1.0,2025-12-17T18:08:41Z
68,doc_4387,doc_4387_sent_00067,Slurm uses the InnoDB storage engine in MySQL to make rollback possible.,Slurm,82,slurm,use,the InnoDB storage engine,,,openie_spacy,1.0,2025-12-17T18:08:41Z
69,doc_4387,doc_4387_sent_00067,Slurm uses the InnoDB storage engine in MySQL to make rollback possible.,Slurm,82,slurm,use in,MySQL,3066,mysql,openie_spacy,1.0,2025-12-17T18:08:41Z
70,doc_4387,doc_4387_sent_00069,The slurm configure script uses mysql_config to find out the information it needs about installed libraries and headers.,The slurm configure script,,,use,mysql_config,,,openie_spacy,1.0,2025-12-17T18:08:41Z
71,doc_4387,doc_4387_sent_00069,The slurm configure script uses mysql_config to find out the information it needs about installed libraries and headers.,it,,,need about,installed libraries,,,openie_spacy,1.0,2025-12-17T18:08:41Z
72,doc_4387,doc_4387_sent_00074,innodb_log_file_size: This should be set to 25 percent of innodb_buffer_pool_size divided by innodb_log_files_in_group to reduce unnecessary small writes to disk. Keep in mind that increasing this can cause recovery times when the SQL server shuts down unexpectedly.,This,,,set to,25 percent,,,openie_spacy,1.0,2025-12-17T18:08:41Z
73,doc_4387,doc_4387_sent_00075,innodb_redo_log_capacity: Use this instead of innodb_log_file_size in MySQL 8.0.30+.,innodb_redo_log_capacity,,,use,this,,,openie_spacy,1.0,2025-12-17T18:08:41Z
74,doc_4387,doc_4387_sent_00076,This should be set to 25 percent of innodb_buffer_pool_size.,This,,,set to,25 percent,,,openie_spacy,1.0,2025-12-17T18:08:41Z
75,doc_4387,doc_4387_sent_00078,"We recommend at least 16M for this value, and is important to check when using older SQL server versions. If you are using AccountingStoreFlags=job_env,job_script, this must be greater than max_script_size.",We,,,recommend,at least 16M,,,openie_spacy,1.0,2025-12-17T18:08:41Z
76,doc_4387,doc_4387_sent_00078,"We recommend at least 16M for this value, and is important to check when using older SQL server versions. If you are using AccountingStoreFlags=job_env,job_script, this must be greater than max_script_size.",you,,,use,AccountingStoreFlags,,,openie_spacy,1.0,2025-12-17T18:08:41Z
77,doc_4387,doc_4387_sent_00078,"We recommend at least 16M for this value, and is important to check when using older SQL server versions. If you are using AccountingStoreFlags=job_env,job_script, this must be greater than max_script_size.",you,,,use,=,,,openie_spacy,1.0,2025-12-17T18:08:41Z
78,doc_4387,doc_4387_sent_00078,"We recommend at least 16M for this value, and is important to check when using older SQL server versions. If you are using AccountingStoreFlags=job_env,job_script, this must be greater than max_script_size.",you,,,use,job_env,3105,job_env,openie_spacy,1.0,2025-12-17T18:08:41Z
79,doc_4387,doc_4387_sent_00081,"[mysqld]
innodb_buffer_pool_size=4096M
innodb_log_file_size=1024M
innodb_lock_wait_timeout=900
max_allowed_packet=16M
Also, in MySQL versions prior to 5.7 the default row format was set to COMPACT which could cause some issues during an upgrade when creating tables.","mysqld]
innodb_buffer_pool_size=4096M
innodb_log_file_size=1024M
innodb_lock_wait_timeout=900
max_allowed_packet=16M",,,set to,COMPACT,,,openie_spacy,1.0,2025-12-17T18:08:41Z
80,doc_4387,doc_4387_sent_00081,"[mysqld]
innodb_buffer_pool_size=4096M
innodb_log_file_size=1024M
innodb_lock_wait_timeout=900
max_allowed_packet=16M
Also, in MySQL versions prior to 5.7 the default row format was set to COMPACT which could cause some issues during an upgrade when creating tables.",MySQL versions,,,set to,COMPACT,,,openie_spacy,1.0,2025-12-17T18:08:41Z
81,doc_4387,doc_4387_sent_00081,"[mysqld]
innodb_buffer_pool_size=4096M
innodb_log_file_size=1024M
innodb_lock_wait_timeout=900
max_allowed_packet=16M
Also, in MySQL versions prior to 5.7 the default row format was set to COMPACT which could cause some issues during an upgrade when creating tables.",which,,,cause,some issues,,,openie_spacy,1.0,2025-12-17T18:08:41Z
82,doc_4387,doc_4387_sent_00081,"[mysqld]
innodb_buffer_pool_size=4096M
innodb_log_file_size=1024M
innodb_lock_wait_timeout=900
max_allowed_packet=16M
Also, in MySQL versions prior to 5.7 the default row format was set to COMPACT which could cause some issues during an upgrade when creating tables.",which,,,cause during,an upgrade,,,openie_spacy,1.0,2025-12-17T18:08:41Z
83,doc_4387,doc_4387_sent_00082,In more recent versions it was changed to DYNAMIC.,it,,,change in,more recent versions,,,openie_spacy,1.0,2025-12-17T18:08:41Z
84,doc_4387,doc_4387_sent_00082,In more recent versions it was changed to DYNAMIC.,it,,,change to,DYNAMIC,4091,dynamic,openie_spacy,1.0,2025-12-17T18:08:41Z
85,doc_4387,doc_4387_sent_00083,The row format of a table determines how its rows are physically stored in pages and directly affects the performance of queries and DML operations.,its rows,,,store in,pages,,,openie_spacy,1.0,2025-12-17T18:08:41Z
86,doc_4387,doc_4387_sent_00084,In very specific situations using a format other than DYNAMIC can lead to rows not fitting into pages and MySQL can throw an error during the creation of the table because of that.,MySQL,3066,mysql,throw,an error,,,openie_spacy,1.0,2025-12-17T18:08:41Z
87,doc_4387,doc_4387_sent_00084,In very specific situations using a format other than DYNAMIC can lead to rows not fitting into pages and MySQL can throw an error during the creation of the table because of that.,MySQL,3066,mysql,throw during,the creation,,,openie_spacy,1.0,2025-12-17T18:08:41Z
88,doc_4387,doc_4387_sent_00084,In very specific situations using a format other than DYNAMIC can lead to rows not fitting into pages and MySQL can throw an error during the creation of the table because of that.,MySQL,3066,mysql,throw because,that,,,openie_spacy,1.0,2025-12-17T18:08:41Z
89,doc_4387,doc_4387_sent_00085,"Therefore it is recommended to read carefully about the row format before creating your database tables if you are not using DYNAMIC by default, and consider setting that if your database version supports it. If the following InnoDB error shows up during an upgrade, the table can then be altered (may take some time) to set the row format to DYNAMIC in order to allow the conversion to proceed:",you,,,use,DYNAMIC,4091,dynamic,openie_spacy,1.0,2025-12-17T18:08:41Z
90,doc_4387,doc_4387_sent_00085,"Therefore it is recommended to read carefully about the row format before creating your database tables if you are not using DYNAMIC by default, and consider setting that if your database version supports it. If the following InnoDB error shows up during an upgrade, the table can then be altered (may take some time) to set the row format to DYNAMIC in order to allow the conversion to proceed:",you,,,use by,default,118,default,openie_spacy,1.0,2025-12-17T18:08:41Z
91,doc_4387,doc_4387_sent_00085,"Therefore it is recommended to read carefully about the row format before creating your database tables if you are not using DYNAMIC by default, and consider setting that if your database version supports it. If the following InnoDB error shows up during an upgrade, the table can then be altered (may take some time) to set the row format to DYNAMIC in order to allow the conversion to proceed:",your database version,,,support,it,,,openie_spacy,1.0,2025-12-17T18:08:41Z
92,doc_4387,doc_4387_sent_00085,"Therefore it is recommended to read carefully about the row format before creating your database tables if you are not using DYNAMIC by default, and consider setting that if your database version supports it. If the following InnoDB error shows up during an upgrade, the table can then be altered (may take some time) to set the row format to DYNAMIC in order to allow the conversion to proceed:",the following InnoDB error,,,show during,an upgrade,,,openie_spacy,1.0,2025-12-17T18:08:41Z
93,doc_4387,doc_4387_sent_00086,[Warning] InnoDB: Cannot add field ... in table ...,[Warning] InnoDB,,,add,field,1645,field,openie_spacy,1.0,2025-12-17T18:08:41Z
94,doc_4387,doc_4387_sent_00086,[Warning] InnoDB: Cannot add field ... in table ...,[Warning] InnoDB,,,add in,table,1357,table,openie_spacy,1.0,2025-12-17T18:08:41Z
95,doc_4387,doc_4387_sent_00092,Using or changing the collation to a case-sensitive one is not supported and will cause slurmdbd to log an error message at start up if these are found.,slurmdbd,182,slurmdbd,log,an error message,,,openie_spacy,1.0,2025-12-17T18:08:41Z
96,doc_4387,doc_4387_sent_00092,Using or changing the collation to a case-sensitive one is not supported and will cause slurmdbd to log an error message at start up if these are found.,slurmdbd,182,slurmdbd,log at,start,866,start,openie_spacy,1.0,2025-12-17T18:08:41Z
