canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at,reason,evidence_json,boundary_valid,head_text,is_hpc,llm_used,llm_model,llm_confidence,llm_json
220,separate slurmctld thread,unknown,[],[],[220],1,1,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 44, ""cleaned_version"": 1, ""sentence"": ""PrologSlurmctld/EpilogSlurmctld: Neither of these is recommended for a high throughput environment. When they are enabled a separate slurmctld thread has to be created for every job start (or task for a job array).""}]",1,thread,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
222,task,unknown,"[""specific tasks""]",[],"[222, 4675]",234,35,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 44, ""cleaned_version"": 1, ""sentence"": ""PrologSlurmctld/EpilogSlurmctld: Neither of these is recommended for a high throughput environment. When they are enabled a separate slurmctld thread has to be created for every job start (or task for a job array).""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 263, ""cleaned_version"": 1, ""sentence"": ""Integer Specialized thread count format: int32\ncpu_binding (optional)\nString Method for binding tasks to allocated CPUs\ncpu_binding_flags (optional)""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 274, ""cleaned_version"": 1, ""sentence"": ""array[String] Mail event type(s)\nEnum:\nmail_user (optional)\nString User to receive email notifications\nmcs_label (optional)\nString Multi-Category Security label on the job\nmemory_binding (optional)\nString Binding map for map/mask_cpu\nmemory_binding_type (optional)\narray[String] Method for binding tasks to memory\nEnum:\nmemory_per_tres (optional)\nString Semicolon delimited list of TRES=# values indicating how much memory in megabytes should be allocated for each specified TRES (currently only used for gres/gpu)\nname (optional)\nString Job name\nnetwork (optional)\nString Network specs for""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 275, ""cleaned_version"": 1, ""sentence"": ""job step\nnice (optional)\nInteger Requested job priority change format: int32\ntasks (optional)\nInteger Number of tasks format: int32\noom_kill_step (optional)""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 285, ""cleaned_version"": 1, ""sentence"": ""(optional)\nString TRES frequency directives\ntres_per_job (optional)\nString Comma-separated list of TRES=# values to be allocated per job\ntres_per_node (optional)\nString Comma-separated list of TRES=# values to be allocated per node\ntres_per_socket (optional)\nString Comma-separated list of TRES=# values to be allocated per socket\ntres_per_task (optional)\nString Comma-separated list of TRES=# values to be allocated per task\ntres_req_str (optional)\nString TRES requested by the job\ntres_alloc_str (optional)\nString TRES used by the job\nuser_id (optional)\nInteger User ID that owns the job format: int32\nuser_name (optional)\nString User name that owns the job\nmaximum_switch_wait_time (optional)""}]",1,task,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
223,job array,job_concept,[],[],[223],49,10,2026-01-14T15:41:19,2026-01-14 16:42:25,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 44, ""cleaned_version"": 1, ""sentence"": ""PrologSlurmctld/EpilogSlurmctld: Neither of these is recommended for a high throughput environment. When they are enabled a separate slurmctld thread has to be created for every job start (or task for a job array).""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 357, ""cleaned_version"": 1, ""sentence"": ""Integer Job ID of job array, or 0 if N/A format: int32\nlimits (optional)\nv0_0_43_job_array_limits\ntask_id (optional)\nv0.0.43_uint32_no_val_struct\ntask (optional)\nString String expression of task IDs in this record\nv0_0_43_job_array_limits - Up\nmax (optional)""}, {""doc_id"": ""doc_405b"", ""sent_idx"": 88, ""cleaned_version"": 1, ""sentence"": ""JobArrayTaskLimit — The job array's limit on the number of simultaneously running tasks has been reached.""}, {""doc_id"": ""doc_48b2"", ""sent_idx"": 89, ""cleaned_version"": 1, ""sentence"": ""Job arrays are an efficient mechanism of managing a collection of batch jobs with identical resource requirements.""}, {""doc_id"": ""doc_48b2"", ""sent_idx"": 90, ""cleaned_version"": 1, ""sentence"": ""Most Slurm commands can manage job arrays either as individual elements (tasks) or as a single entity (e.g. delete an entire job array in a single command).""}]",1,array,1,0,,,
229,schedulerparameter,unknown,"[""SchedulerParameters""]",[],[229],9,6,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 46, ""cleaned_version"": 1, ""sentence"": ""SchedulerParameters: Many scheduling parameters are available.""}, {""doc_id"": ""doc_2770"", ""sent_idx"": 34, ""cleaned_version"": 1, ""sentence"": ""Backfill scheduling can optionally continue execution after the lock release and ignore newly submitted jobs (SchedulerParameters=bf_continue).""}, {""doc_id"": ""doc_2770"", ""sent_idx"": 36, ""cleaned_version"": 1, ""sentence"": ""A partial list of SchedulerParameters configuration parameters related to backfill scheduling follows. For more details and a complete list of the backfill related SchedulerParameters see the slurm.conf(5) man page.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 204, ""cleaned_version"": 1, ""sentence"": ""For more information see the slurm.conf man page and check the configuration of SchedulerParameters on your system.""}, {""doc_id"": ""doc_5d35"", ""sent_idx"": 61, ""cleaned_version"": 1, ""sentence"": ""Slurm has a configuration option to control behavior of some commands with respect to heterogeneous jobs. By default a request to cancel, hold or release a job ID that is not the het_job_id, but that of a job component will only operate that one component of the heterogeneous job. If SchedulerParameters configuration parameter includes the option \""whole_hetjob\"" then the operation would apply to all components of the job if any job component is specified to be operated upon. In the below example, the scancel command will either cancel all components of job 93 if SchedulerParameters=whole_hetjob is configured, otherwise only job 93+1 will be cancelled. If a specific heterogeneous job component is specified (e.g. \""scancel 93+1\""), then only that one component will be effected.""}]",1,schedulerparameter,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
230,scheduling parameter,unknown,"[""scheduling parameters""]",[],[230],2,1,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 46, ""cleaned_version"": 1, ""sentence"": ""SchedulerParameters: Many scheduling parameters are available.""}, {""doc_id"": ""doc_04b1"", ""sent_idx"": 62, ""cleaned_version"": 1, ""sentence"": ""A set of scheduling parameters currently used for running hundreds of jobs per second on a sustained basis on one cluster follows. Note that every environment is different and this set of parameters will not work well in every case, but it may serve as a good starting point.""}]",1,parameter,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
232,scheduling,unknown,[],[],[232],24,16,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 47, ""cleaned_version"": 1, ""sentence"": ""Setting option batch_sched_delay will control how long the scheduling of batch jobs can be delayed.""}, {""doc_id"": ""doc_16b3"", ""sent_idx"": 5, ""cleaned_version"": 1, ""sentence"": ""For an overview of GRES configuration and use, see Generic Resource (GRES) Scheduling.""}, {""doc_id"": ""doc_2770"", ""sent_idx"": 10, ""cleaned_version"": 1, ""sentence"": ""default_queue_depth=# - Specifies the number of jobs to consider for scheduling on each event that may result in a job being scheduled.""}, {""doc_id"": ""doc_2770"", ""sent_idx"": 35, ""cleaned_version"": 1, ""sentence"": ""Doing so will permit consideration of more jobs, but may result in the delayed scheduling of newly submitted jobs.""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 40, ""cleaned_version"": 1, ""sentence"": ""Scheduling\nDefine the mechanism to be used for controlling job ordering.""}]",1,scheduling,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
233,batch job,job_concept,"[""batch jobs""]",[],[233],50,16,2026-01-14T15:41:19,2026-01-14 16:42:25,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 47, ""cleaned_version"": 1, ""sentence"": ""Setting option batch_sched_delay will control how long the scheduling of batch jobs can be delayed.""}, {""doc_id"": ""doc_0ac6"", ""sent_idx"": 80, ""cleaned_version"": 1, ""sentence"": ""Batch step inside of container:\nsbatch --container $ABS_PATH_TO_BUNDLE --wrap 'bash -c \""cat /etc/*rel*\""'\nBatch job with step 0 inside of container:\nsbatch --wrap 'srun bash -c \""--container $ABS_PATH_TO_BUNDLE cat /etc/*rel*\""'\nInteractive step inside of container:\nsalloc --container""}, {""doc_id"": ""doc_10c5"", ""sent_idx"": 90, ""cleaned_version"": 1, ""sentence"": ""The squeue command can also display the memory size of jobs, for example:\n% sbatch --mem=123 tmp\nSubmitted batch job 24\n$ squeue -o \""%""}, {""doc_id"": ""doc_1988"", ""sent_idx"": 56, ""cleaned_version"": 1, ""sentence"": ""300\nsbatch: Submitted batch job 3\nJOBID PARTITION NAME USER ST TIME NODES NODELIST\n 3 active myload user 0:05 5""}, {""doc_id"": ""doc_1988"", ""sent_idx"": 65, ""cleaned_version"": 1, ""sentence"": ""300\nsbatch: Submitted batch job 9\n[user@n16 load]$ sbatch -N2 ./myload""}]",1,job,1,0,,,
234,overhead,unknown,[],[],[234],8,6,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 49, ""cleaned_version"": 1, ""sentence"": ""For example, if many jobs are submitted each second, the overhead of trying to schedule each one will adversely impact the rate at which jobs can be submitted.""}, {""doc_id"": ""doc_04b1"", ""sent_idx"": 59, ""cleaned_version"": 1, ""sentence"": ""The sched/backfill plugin has relatively high overhead if used with large numbers of job. Configuring bf_max_job_test to a modest size (say 100 jobs or less) and bf_interval to 30 seconds or more will limit the overhead of backfill scheduling (NOTE: the default values are fine for both of these parameters).""}, {""doc_id"": ""doc_04b1"", ""sent_idx"": 84, ""cleaned_version"": 1, ""sentence"": ""Other: Configure logging, accounting and other overhead to a minimum appropriate for your environment.""}, {""doc_id"": ""doc_1988"", ""sent_idx"": 29, ""cleaned_version"": 1, ""sentence"": ""Short values can increase the overhead of gang scheduling.""}, {""doc_id"": ""doc_33d3"", ""sent_idx"": 23, ""cleaned_version"": 1, ""sentence"": ""Each slurmd daemon tests that the job has not been cancelled since the credential was issued (due to a possible race condition) and spawns a slurmstepd program to manage the job step. Note that the slurmctld daemon is not directly involved in task launch in order to minimize the overhead on this critical resource.""}]",1,overhead,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
235,rate,unknown,[],[],[235],8,4,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 49, ""cleaned_version"": 1, ""sentence"": ""For example, if many jobs are submitted each second, the overhead of trying to schedule each one will adversely impact the rate at which jobs can be submitted.""}, {""doc_id"": ""doc_04b1"", ""sent_idx"": 82, ""cleaned_version"": 1, ""sentence"": ""This allows users to submit a large number of requests in a short period of time, but not a sustained high rate of requests that would add stress to the scheduler. You can define the maximum number of tokens with rl_bucket_size, the rate at which new tokens are added with rl_refill_rate, the frequency with which tokens are refilled with rl_refill_period and the number of entities to track with rl_table_size.""}, {""doc_id"": ""doc_8ca0"", ""sent_idx"": 5, ""cleaned_version"": 1, ""sentence"": ""The rate of nodes being resumed or suspended can be controlled by ResumeRate and SuspendRate.""}, {""doc_id"": ""doc_d41b"", ""sent_idx"": 60, ""cleaned_version"": 1, ""sentence"": ""The total number of TRES minutes that can possibly be used by past, present and future jobs running from an association and its children. If any limit is reached, all running jobs with that TRES in this group will be killed, and no new jobs will be allowed to run. This usage is decayed (at a rate of PriorityDecayHalfLife).""}, {""doc_id"": ""doc_d41b"", ""sent_idx"": 68, ""cleaned_version"": 1, ""sentence"": ""This usage is decayed (at a rate of PriorityDecayHalfLife).""}]",1,rate,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
237,job submit time,job_concept,[],[],[237],4,4,2026-01-14T15:41:19,2026-01-14 16:42:25,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 51, ""cleaned_version"": 1, ""sentence"": ""Setting option defer will avoid attempting to schedule each job individually at job submit time, but defer it until a later time when scheduling multiple jobs simultaneously may be possible. This option may improve system responsiveness when large numbers of jobs (many hundreds) are submitted at the same time, but it will delay the initiation time of individual jobs.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 218, ""cleaned_version"": 1, ""sentence"": ""The easiest way to do this is to change a job's earliest begin time (optionally set at job submit time using the --begin option).""}, {""doc_id"": ""doc_ac8b"", ""sent_idx"": 4, ""cleaned_version"": 1, ""sentence"": ""Jobs are selected to be evaluated by the scheduler in the following order:\nJobs that can preempt\nJobs with an advanced reservation\nPartition PriorityTier\nJob priority\nJob submit time\nJob ID""}, {""doc_id"": ""doc_b2f9"", ""sent_idx"": 13, ""cleaned_version"": 1, ""sentence"": ""Running Jobs\nJobs will not be allocated any generic resources unless specifically requested at job submit time using the options:\n--gres\nGeneric resources required per node\n--gpus\nGPUs required per job\n--gpus-per-node\nGPUs required per node. Equivalent to the --gres option for GPUs.""}]",1,time,1,0,,,
241,individual job,command,"[""individual jobs""]",[],[241],4,4,2026-01-14T15:41:19,2026-01-14 16:42:25,type:command(evidence: command usage) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 51, ""cleaned_version"": 1, ""sentence"": ""Setting option defer will avoid attempting to schedule each job individually at job submit time, but defer it until a later time when scheduling multiple jobs simultaneously may be possible. This option may improve system responsiveness when large numbers of jobs (many hundreds) are submitted at the same time, but it will delay the initiation time of individual jobs.""}, {""doc_id"": ""doc_2329"", ""sent_idx"": 11, ""cleaned_version"": 1, ""sentence"": ""The srun option --mpi= (or the equivalent environment variable SLURM_MPI_TYPE) can be used to specify when a different PMI implementation is to be used for an individual job.""}, {""doc_id"": ""doc_48b2"", ""sent_idx"": 88, ""cleaned_version"": 1, ""sentence"": ""Best Practices, Large Job Counts\nConsider putting related work into a single Slurm job with multiple job steps both for performance reasons and ease of management. Each Slurm job can contain a multitude of job steps and the overhead in Slurm for managing job steps is much lower than that of individual jobs.""}, {""doc_id"": ""doc_d41b"", ""sent_idx"": 77, ""cleaned_version"": 1, ""sentence"": ""MaxWallDurationPerJob\nThe maximum wall clock time any individual job can run for in the given association. If this limit is reached, the job will be denied at submission.""}]",1,job,1,0,,,
244,difference,unknown,[],[],[244],16,12,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 53, ""cleaned_version"": 1, ""sentence"": ""The difference is that defer_batch will allow interactive jobs to be started immediately, but jobs submitted with sbatch will be deferred to allow multiple jobs to accumulate and be scheduled at once.""}, {""doc_id"": ""doc_2ec1"", ""sent_idx"": 15, ""cleaned_version"": 1, ""sentence"": ""We will regenerate those files to minimize the differences in the commit.""}, {""doc_id"": ""doc_2ec1"", ""sent_idx"": 16, ""cleaned_version"": 1, ""sentence"": ""We want to avoid noise generated by differences in libtool installations.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 14, ""cleaned_version"": 1, ""sentence"": ""What is the difference between the sbatch and srun commands?""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 161, ""cleaned_version"": 1, ""sentence"": ""What is the difference between the sbatch and srun commands?""}]",1,difference,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
246,interactive job,job_concept,"[""interactive jobs""]",[],[246],4,4,2026-01-14T15:41:19,2026-01-14 16:42:25,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 53, ""cleaned_version"": 1, ""sentence"": ""The difference is that defer_batch will allow interactive jobs to be started immediately, but jobs submitted with sbatch will be deferred to allow multiple jobs to accumulate and be scheduled at once.""}, {""doc_id"": ""doc_6b88"", ""sent_idx"": 3, ""cleaned_version"": 1, ""sentence"": ""This means that certain scenarios (specifically interactive jobs using srun) are currently not supported for clients with auth/jwt enabled (or that have SLURM_JWT in their environment).""}, {""doc_id"": ""doc_7940"", ""sent_idx"": 42, ""cleaned_version"": 1, ""sentence"": ""Interactive Jobs\nInteractive jobs -- jobs submitted with srun and salloc -- can be submitted to the local cluster and get an allocation from a different cluster.""}, {""doc_id"": ""doc_8a75"", ""sent_idx"": 21, ""cleaned_version"": 1, ""sentence"": ""Interactive jobs (salloc and srun) will be cancelled if the PrologSlurmctld fails.""}]",1,job,1,0,,,
247,sbatch,unknown,[],[],[247],52,24,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 53, ""cleaned_version"": 1, ""sentence"": ""The difference is that defer_batch will allow interactive jobs to be started immediately, but jobs submitted with sbatch will be deferred to allow multiple jobs to accumulate and be scheduled at once.""}, {""doc_id"": ""doc_05be"", ""sent_idx"": 23, ""cleaned_version"": 1, ""sentence"": ""int cli_filter_p_setup_defaults(slurm_opt_t *options, bool early)\nDescription:\nThis function is called by the salloc, sbatch, or srun command line interface (CLI) programs shortly before processing any options from the environment, command line, or script (#SBATCH).""}, {""doc_id"": ""doc_10c5"", ""sent_idx"": 90, ""cleaned_version"": 1, ""sentence"": ""The squeue command can also display the memory size of jobs, for example:\n% sbatch --mem=123 tmp\nSubmitted batch job 24\n$ squeue -o \""%""}, {""doc_id"": ""doc_1988"", ""sent_idx"": 56, ""cleaned_version"": 1, ""sentence"": ""300\nsbatch: Submitted batch job 3\nJOBID PARTITION NAME USER ST TIME NODES NODELIST\n 3 active myload user 0:05 5""}, {""doc_id"": ""doc_1988"", ""sent_idx"": 65, ""cleaned_version"": 1, ""sentence"": ""300\nsbatch: Submitted batch job 9\n[user@n16 load]$ sbatch -N2 ./myload""}]",1,sbatch,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
249,sched_min_interval,unknown,[],[],[249],2,1,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 54, ""cleaned_version"": 1, ""sentence"": ""sched_min_interval is yet another configuration parameter to control how frequently the scheduling logic runs.""}, {""doc_id"": ""doc_04b1"", ""sent_idx"": 57, ""cleaned_version"": 1, ""sentence"": ""For example, if sched_min_interval=2000000 (microseconds) and 100 jobs are submitted within a 2 second time window, then the scheduling logic will be executed one time rather than 100 times if sched_min_interval was set to 0 (no delay).""}]",1,sched_min_interval,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
250,configuration parameter,policy_or_metric,[],[],[250],26,13,2026-01-14T15:41:19,2026-01-14 16:42:25,type:policy_or_metric(lexicon: policy/metric indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 54, ""cleaned_version"": 1, ""sentence"": ""sched_min_interval is yet another configuration parameter to control how frequently the scheduling logic runs.""}, {""doc_id"": ""doc_2770"", ""sent_idx"": 30, ""cleaned_version"": 1, ""sentence"": ""Backfill scheduling is difficult without reasonable time limit estimates for jobs, but some configuration parameters that can help.\nDefaultTime - Default job time limit (specify value by partition)\nMaxTime - Maximum job time limit (specify value by partition)\nOverTimeLimit - Amount by which a job can exceed its time limit before it is killed.""}, {""doc_id"": ""doc_289e"", ""sent_idx"": 8, ""cleaned_version"": 1, ""sentence"": ""To enable the QOS priority component of the multi-factor priority calculation, the \""PriorityWeightQOS\"" configuration parameter must be defined in the slurm.conf file and assigned an integer value greater than zero.""}, {""doc_id"": ""doc_289e"", ""sent_idx"": 11, ""cleaned_version"": 1, ""sentence"": ""The preemption method is determined by the \""PreemptType\"" configuration parameter defined in slurm.conf. When the \""PreemptType\"" is set to \""preempt/qos\"", a queued job's QOS will be used to determine whether it can preempt a running job.""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 5, ""cleaned_version"": 1, ""sentence"": ""This tool supports Slurm version 25.05 only. Configuration files for other versions of Slurm should be built using the tool distributed with it in doc/html/configurator.html. Some parameters will be set to default values, but you can manually edit the resulting slurm.conf as desired for greater flexibility. See man slurm.conf for more details about the configuration parameters.""}]",1,parameter,1,0,,,
252,job termination,command,[],[],[252],7,5,2026-01-14T15:41:19,2026-01-14 16:42:25,type:command(evidence: command usage) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 55, ""cleaned_version"": 1, ""sentence"": ""It can still be triggered on each job submit, job termination, or other state change which could permit a new job to be started.""}, {""doc_id"": ""doc_33d3"", ""sent_idx"": 2, ""cleaned_version"": 1, ""sentence"": ""It describes the process of job allocation, step allocation, task launch and job termination.""}, {""doc_id"": ""doc_33d3"", ""sent_idx"": 27, ""cleaned_version"": 1, ""sentence"": ""The simplest case is if the tasks run to completion. The srun will note the termination of output from the tasks and notify the slurmctld daemon that the job step has completed. slurmctld will simply log the job step termination. The job step can also be explicitly cancelled by a user, reach the end of its time limit, etc. and those follow a sequence of steps very similar to that for job termination, which is described below.""}, {""doc_id"": ""doc_33d3"", ""sent_idx"": 28, ""cleaned_version"": 1, ""sentence"": ""Job Termination\nJob termination can either be user initiated (e.g. scancel command) or system initiated (e.g. time limit reached).""}, {""doc_id"": ""doc_4600"", ""sent_idx"": 4, ""cleaned_version"": 1, ""sentence"": ""The contents of these directories will be removed at job termination.""}]",1,termination,1,0,,,
253,state change,unknown,[],[],[253],4,4,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 55, ""cleaned_version"": 1, ""sentence"": ""It can still be triggered on each job submit, job termination, or other state change which could permit a new job to be started.""}, {""doc_id"": ""doc_5d35"", ""sent_idx"": 137, ""cleaned_version"": 1, ""sentence"": ""When the backfill scheduler runs in the first mode:\nComponent 0 will be noted to possible to start now, but not initiated due to the additional components to be initiated\nComponent 1 will be noted to be possible to start in 2 hours\nComponent 2 will not be considered for scheduling until 2 hours in the future, which leave some additional resources available for scheduling to other jobs\nWhen the backfill scheduler executes next, it will use the second mode and (assuming no other state changes) all three job components will be considered available for scheduling no earlier than 2 hours in the future, which may allow other jobs to be allocated resources before heterogeneous job component 0 could be initiated.""}, {""doc_id"": ""doc_6722"", ""sent_idx"": 193, ""cleaned_version"": 1, ""sentence"": ""Examples include:\nBurst buffer operation failures:\nIf teardown fails, then the burst buffer state changes to teardown-fail. Teardown will be retried. For the burst_buffer/lua plugin, teardown will run a maximum of 3 times before giving up and destroying the burst buffer.""}, {""doc_id"": ""doc_ce7f"", ""sent_idx"": 65, ""cleaned_version"": 1, ""sentence"": ""State changes are saved so that jobs and other state information can be preserved when the controller moves (to or from a backup controller) or is restarted.""}]",1,change,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
255,scheduling logic,unknown,[],[],[255],5,3,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 56, ""cleaned_version"": 1, ""sentence"": ""However that triggering does not cause the scheduling logic to be started immediately, but only within the configured sched_interval.""}, {""doc_id"": ""doc_04b1"", ""sent_idx"": 57, ""cleaned_version"": 1, ""sentence"": ""For example, if sched_min_interval=2000000 (microseconds) and 100 jobs are submitted within a 2 second time window, then the scheduling logic will be executed one time rather than 100 times if sched_min_interval was set to 0 (no delay).""}, {""doc_id"": ""doc_04b1"", ""sent_idx"": 58, ""cleaned_version"": 1, ""sentence"": ""Besides controlling how frequently the scheduling logic is executed, the default_queue_depth configuration parameter controls how many jobs are considered to be started in each scheduler iteration. The default value of default_queue_depth is 100 (jobs), which should be fine in most cases.""}, {""doc_id"": ""doc_2770"", ""sent_idx"": 25, ""cleaned_version"": 1, ""sentence"": ""The scheduling logic builds a sorted list of job-partition pairs.""}, {""doc_id"": ""doc_5d35"", ""sent_idx"": 112, ""cleaned_version"": 1, ""sentence"": ""The more frequently executed scheduling logic only starts jobs on a first-in first-out (FIFO) basis and lacks logic for concurrently scheduling all components of a heterogeneous job.""}]",1,logic,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
256,sched_interval,unknown,[],[],[256],3,2,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 56, ""cleaned_version"": 1, ""sentence"": ""However that triggering does not cause the scheduling logic to be started immediately, but only within the configured sched_interval.""}, {""doc_id"": ""doc_2770"", ""sent_idx"": 3, ""cleaned_version"": 1, ""sentence"": ""At less frequent intervals, defined by sched_interval, the main scheduling loop will run, considering all jobs while still honoring the partition_job_depth limit.""}, {""doc_id"": ""doc_2770"", ""sent_idx"": 18, ""cleaned_version"": 1, ""sentence"": ""sched_interval=# - Specifies how frequently, in seconds, the main scheduling loop will execute and test all pending jobs, with the partition_job_depth limit in place.""}]",1,sched_interval,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
257,microsecond,unknown,"[""microseconds""]",[],[257],10,4,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_04b1"", ""sent_idx"": 57, ""cleaned_version"": 1, ""sentence"": ""For example, if sched_min_interval=2000000 (microseconds) and 100 jobs are submitted within a 2 second time window, then the scheduling logic will be executed one time rather than 100 times if sched_min_interval was set to 0 (no delay).""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 248, ""cleaned_version"": 1, ""sentence"": ""Integer RPC version used in the cluster format: int32\ntres (optional)\narray[v0.0.43_tres]\nv0.0.43_controller_ping - Up\nhostname (optional)\nString Target for ping\npinged (optional)\nString Ping result\nresponding\nBoolean If ping RPC responded with pong from controller\nlatency (optional)\nLong Number of microseconds it took to successfully ping or timeout format: int64\nmode (optional)""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 325, ""cleaned_version"": 1, ""sentence"": ""Integer Total number of active threads created by all agent threads format: int32\ndbd_agent_queue_size (optional)\nInteger Number of messages for SlurmDBD that are queued format: int32\ngettimeofday_latency (optional)\nInteger Latency of 1000 calls to the gettimeofday() syscall in microseconds, as measured at controller startup format: int32\nschedule_cycle_max (optional)""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 326, ""cleaned_version"": 1, ""sentence"": ""Integer Max time of any scheduling cycle in microseconds since last reset format: int32\nschedule_cycle_last (optional)\nInteger Time in microseconds for last scheduling cycle format: int32\nschedule_cycle_sum (optional)""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 327, ""cleaned_version"": 1, ""sentence"": ""Integer Total run time in microseconds for all scheduling cycles since last reset format: int32\nschedule_cycle_total (optional)\nInteger Number of scheduling cycles since last reset format: int32\nschedule_cycle_mean (optional)\nLong Mean time in microseconds for all scheduling cycles since last reset format: int64\nschedule_cycle_mean_depth (optional)""}]",1,microsecond,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
