id,doc_id,sentence_id,sentence_text,subj_text,subj_canonical_id,subj_canonical_term,rel_text,obj_text,obj_canonical_id,obj_canonical_term,method,created_at
18,doc_4387,doc_4387_sent_00061,JobCompParams: Pass arbitrary text string to job completion plugin.,JobCompParams,3074,jobcompparam,pass to,job completion plugin,179,plugin,openie_spacy,2025-12-17T19:42:11Z
19,doc_4387,doc_4387_sent_00067,Slurm uses the InnoDB storage engine in MySQL to make rollback possible.,Slurm,82,slurm,use in,MySQL,3066,mysql,openie_spacy,2025-12-17T19:42:11Z
20,doc_4387,doc_4387_sent_00084,In very specific situations using a format other than DYNAMIC can lead to rows not fitting into pages and MySQL can throw an error during the creation of the table because of that.,MySQL,3066,mysql,throw,an error,313,error,openie_spacy,2025-12-17T19:42:11Z
21,doc_4387,doc_4387_sent_00084,In very specific situations using a format other than DYNAMIC can lead to rows not fitting into pages and MySQL can throw an error during the creation of the table because of that.,MySQL,3066,mysql,throw during,the creation,4051,creation,openie_spacy,2025-12-17T19:42:11Z
22,doc_4387,doc_4387_sent_00085,"Therefore it is recommended to read carefully about the row format before creating your database tables if you are not using DYNAMIC by default, and consider setting that if your database version supports it. If the following InnoDB error shows up during an upgrade, the table can then be altered (may take some time) to set the row format to DYNAMIC in order to allow the conversion to proceed:",the following InnoDB error,313,error,show during,an upgrade,1751,upgrade,openie_spacy,2025-12-17T19:42:11Z
23,doc_4387,doc_4387_sent_00092,Using or changing the collation to a case-sensitive one is not supported and will cause slurmdbd to log an error message at start up if these are found.,slurmdbd,182,slurmdbd,log,an error message,3156,error message,openie_spacy,2025-12-17T19:42:11Z
24,doc_4387,doc_4387_sent_00092,Using or changing the collation to a case-sensitive one is not supported and will cause slurmdbd to log an error message at start up if these are found.,slurmdbd,182,slurmdbd,log at,start,866,start,openie_spacy,2025-12-17T19:42:11Z
25,doc_4387,doc_4387_sent_00093,"You can check the default collation for the database this way (a _ci suffix indicates a case-insensitive collation):
mysql> SELECT default_collation_name FROM information_schema.schemata WHERE schema_name='db_name';
You can identify the database tables and columns that do not have a case-insensitive collation this way:
mysql> SELECT table_name,column_name,collation_name FROM information_schema.columns WHERE table_schema='db_name' AND collation_name NOT LIKE '%_ci';
Slurm Accounting Configuration After Build
For simplicity's sake, we are going to proceed under the assumption that you are running with the SlurmDBD.",Slurm Accounting Configuration,4049,slurm accounting configuration,go after,Build,4050,build,openie_spacy,2025-12-17T19:42:11Z
26,doc_4387,doc_4387_sent_00096,"SlurmDBD has a separate configuration file which is documented in a separate section. Note that you can write accounting information to SlurmDBD while job completion records are written to a text file or not maintained at all. If you don't set the configuration parameters that begin with ""AccountingStorage"" then accounting information will not be referenced or recorded.",SlurmDBD,182,slurmdbd,have,a separate configuration file,105,file,openie_spacy,2025-12-17T19:42:11Z
27,doc_4387,doc_4387_sent_00097,"AccountingStorageEnforce: This option contains a comma separated list of options you may want to enforce. The valid options are any comma separated combination of
associations - This will prevent users from running jobs if their association is not in the database.",This option,215,option,contain,a comma separated list,373,list,openie_spacy,2025-12-17T19:42:11Z
28,doc_4387,doc_4387_sent_00100,"If a qos is used the limits will be enforced, but 'qos' described below is still needed if you want to enforce access to the qos.
nojobs - This will make it so no job information is stored in accounting.",no job information,348,information,store in,accounting,305,accounting,openie_spacy,2025-12-17T19:42:11Z
29,doc_4387,doc_4387_sent_00103,so no step information is stored in accounting.,no step information,348,information,store in,accounting,305,accounting,openie_spacy,2025-12-17T19:42:11Z
30,doc_4387,doc_4387_sent_00110,"Without this option set, jobs will be launched as long as their usage hasn't reached the TRES-minutes limit which can lead to jobs being launched but then killed when the limit is reached. With the 'safe' option set, a job won't be killed due to limits, even if the limits are changed after a job was started and the association or qos violates the updated limits. By setting this option, both the 'associations' option and the 'limits' option are set automatically.",jobs,50,job,launch without,this option set,70,set,openie_spacy,2025-12-17T19:42:11Z
31,doc_4387,doc_4387_sent_00110,"Without this option set, jobs will be launched as long as their usage hasn't reached the TRES-minutes limit which can lead to jobs being launched but then killed when the limit is reached. With the 'safe' option set, a job won't be killed due to limits, even if the limits are changed after a job was started and the association or qos violates the updated limits. By setting this option, both the 'associations' option and the 'limits' option are set automatically.",their usage,53,usage,reach,the TRES-minutes limit,111,limit,openie_spacy,2025-12-17T19:42:11Z
32,doc_4387,doc_4387_sent_00110,"Without this option set, jobs will be launched as long as their usage hasn't reached the TRES-minutes limit which can lead to jobs being launched but then killed when the limit is reached. With the 'safe' option set, a job won't be killed due to limits, even if the limits are changed after a job was started and the association or qos violates the updated limits. By setting this option, both the 'associations' option and the 'limits' option are set automatically.",a job,50,job,kill with,the 'safe' option set,70,set,openie_spacy,2025-12-17T19:42:11Z
33,doc_4387,doc_4387_sent_00117,"[,...]) to register with. If no port is given, the AccountingStoragePort will be used. This allows clusters registered with the external slurmdbd to communicate with each other using the --cluster/-M client command options. The cluster will add itself to the external slurmdbd if it doesn't exist. If a non-external cluster already exists on the external slurmdbd, the slurmctld will ignore registering to the external slurmdbd.",The cluster,272,cluster,add to,the external slurmdbd,4137,external slurmdbd,openie_spacy,2025-12-17T19:42:11Z
34,doc_4387,doc_4387_sent_00117,"[,...]) to register with. If no port is given, the AccountingStoragePort will be used. This allows clusters registered with the external slurmdbd to communicate with each other using the --cluster/-M client command options. The cluster will add itself to the external slurmdbd if it doesn't exist. If a non-external cluster already exists on the external slurmdbd, the slurmctld will ignore registering to the external slurmdbd.",a non-external cluster,272,cluster,exist on,the external slurmdbd,4137,external slurmdbd,openie_spacy,2025-12-17T19:42:11Z
35,doc_4387,doc_4387_sent_00120,In the case of SlurmDBD (Database Daemon) with MUNGE authentication this can be configured to use a MUNGE daemon specifically configured to provide authentication between clusters while the default MUNGE daemon provides authentication within a cluster.,the default MUNGE daemon,1268,daemon,provide,authentication,1807,authentication,openie_spacy,2025-12-17T19:42:11Z
36,doc_4387,doc_4387_sent_00120,In the case of SlurmDBD (Database Daemon) with MUNGE authentication this can be configured to use a MUNGE daemon specifically configured to provide authentication between clusters while the default MUNGE daemon provides authentication within a cluster.,the default MUNGE daemon,1268,daemon,provide within,a cluster,272,cluster,openie_spacy,2025-12-17T19:42:11Z
37,doc_4387,doc_4387_sent_00123,AccountingStoragePort: The network port that SlurmDBD accepts communication on.,SlurmDBD,182,slurmdbd,accept,communication,150,communication,openie_spacy,2025-12-17T19:42:11Z
38,doc_4387,doc_4387_sent_00130,"SlurmDBD Configuration
SlurmDBD requires its own configuration file called ""slurmdbd.conf"".","SlurmDBD Configuration
SlurmDBD",182,slurmdbd,require,its own configuration file,105,file,openie_spacy,2025-12-17T19:42:11Z
39,doc_4387,doc_4387_sent_00132,This file should be protected from unauthorized access since it contains a database login name and password. See slurmdbd.conf(5) for a more complete description of the configuration parameters.,This file,105,file,protect from,unauthorized access,1241,access,openie_spacy,2025-12-17T19:42:11Z
40,doc_4387,doc_4387_sent_00138,"The port number that the Slurm Database Daemon (slurmdbd) listens to for work. The default value is SLURMDBD_PORT as established at system build time. If none is explicitly specified, it will be set to 6819.",the Slurm Database Daemon,3989,slurm database daemon,listen for,work,3710,work,openie_spacy,2025-12-17T19:42:11Z
41,doc_4387,doc_4387_sent_00145,"The name of the user that the slurmdbd daemon executes as. This user must exist on the machine executing the Slurm Database Daemon and have the same UID as the hosts on which slurmctld execute. For security purposes, a user other than ""root"" is recommended. The default value is ""root"".",This user,166,user,exist on,the machine,1832,machine,openie_spacy,2025-12-17T19:42:11Z
42,doc_4387,doc_4387_sent_00157,"The value ""accounting_storage/mysql"" indicates that accounting records should be written to a MySQL or MariaDB database specified by the StorageLoc parameter. This value must be specified.",accounting records,178,accounting record,write to,a MySQL or MariaDB database,349,database,openie_spacy,2025-12-17T19:42:11Z
43,doc_4387,doc_4387_sent_00159,"MySQL Configuration
While Slurm will create the database tables automatically you will need to make sure the StorageUser is given permissions in the MySQL or MariaDB database to do so. As the mysql user grant privileges to that user using a command such as:
GRANT ALL ON StorageLoc.*",Slurm,82,slurm,create,the database tables,4095,database table,openie_spacy,2025-12-17T19:42:11Z
44,doc_4387,doc_4387_sent_00165,"If you want Slurm to create the database itself, and any future databases, you can change your grant line to be *.*",Slurm,82,slurm,create,the database,349,database,openie_spacy,2025-12-17T19:42:11Z
45,doc_4387,doc_4387_sent_00171,"mysql> create user 'slurm'@'localhost' identified by 'password';
Query OK, 0 rows affected (0.00 sec)
mysql> grant all on slurm_acct_db.*",mysql,3066,mysql,create,user,166,user,openie_spacy,2025-12-17T19:42:11Z
46,doc_4387,doc_4387_sent_00171,"mysql> create user 'slurm'@'localhost' identified by 'password';
Query OK, 0 rows affected (0.00 sec)
mysql> grant all on slurm_acct_db.*",mysql,3066,mysql,grant on,slurm_acct_db,4165,slurm_acct_db,openie_spacy,2025-12-17T19:42:11Z
47,doc_4387,doc_4387_sent_00173,"You may also need to do the same with the system name in order for mysql to work correctly:
mysql> grant all on slurm_acct_db.*",mysql,3066,mysql,grant on,slurm_acct_db,4165,slurm_acct_db,openie_spacy,2025-12-17T19:42:11Z
48,doc_4387,doc_4387_sent_00183,"| | | | | |
Then create the database:
mysql> create database slurm_acct_db;
This will grant user 'slurm' access to do what it needs to do on the local host or the storage host system.",mysql,3066,mysql,create,database slurm_acct_db,4198,database slurm_acct_db,openie_spacy,2025-12-17T19:42:11Z
49,doc_4387,doc_4387_sent_00190,"SlurmDBD Archive and Purge
As time goes on, the slurm database can grow large enough that it is hard to manage. To maintain the database at a reasonable size, slurmdbd supports archiving and purging data based on its age. Purged data will be deleted from the database, but you can choose to archive the data as it is being purged. Archived data will be placed in flat files that can later be loaded into a slurmdbd by sacctmgr.",slurmdbd,182,slurmdbd,support,archiving and purging data based on its age,4207,age,openie_spacy,2025-12-17T19:42:11Z
50,doc_4387,doc_4387_sent_00190,"SlurmDBD Archive and Purge
As time goes on, the slurm database can grow large enough that it is hard to manage. To maintain the database at a reasonable size, slurmdbd supports archiving and purging data based on its age. Purged data will be deleted from the database, but you can choose to archive the data as it is being purged. Archived data will be placed in flat files that can later be loaded into a slurmdbd by sacctmgr.",Purged data,353,data,delete from,the database,349,database,openie_spacy,2025-12-17T19:42:11Z
51,doc_4387,doc_4387_sent_00190,"SlurmDBD Archive and Purge
As time goes on, the slurm database can grow large enough that it is hard to manage. To maintain the database at a reasonable size, slurmdbd supports archiving and purging data based on its age. Purged data will be deleted from the database, but you can choose to archive the data as it is being purged. Archived data will be placed in flat files that can later be loaded into a slurmdbd by sacctmgr.",Archived data,353,data,place in,flat files,105,file,openie_spacy,2025-12-17T19:42:11Z
52,doc_4387,doc_4387_sent_00191,"It is strongly recommended to make a plan for data retention shortly after setting up accounting. If purging is added after the database has already grown to an unwieldy size, it may difficult to catch up to the desired purge interval. Monitor table sizes and system utilization to decide how long you want to retain data, and try to set the relevant configuration options before you reach that time.",the database,349,database,grow to,an unwieldy size,278,size,openie_spacy,2025-12-17T19:42:11Z
53,doc_4387,doc_4387_sent_00192,Archive and Purge options come in the form of Archive${*} and Purge${*}After. See slurmdbd.conf(5) for more details on the available configuration parameters.,Archive and Purge options,215,option,come in,the form,2947,form,openie_spacy,2025-12-17T19:42:11Z
54,doc_4387,doc_4387_sent_00196,"Archive Server
If ongoing access to Archived/Purged data is required at your site, it is possible to create an archive instance of slurmdbd. Data previously archived and purged from the production database can be loaded into the archive server, keeping the production database at a manageable size while making sure old records are still accessible.",ongoing access,1241,access,require at,your site,156,site,openie_spacy,2025-12-17T19:42:11Z
55,doc_4387,doc_4387_sent_00198,Ideally they would have separate instances of MySQL/MariaDB that they use to store their data. The Slurm controller (slurmctld) should never communicate with the archive slurmdbd.,The Slurm controller,1223,slurm controller,communicate with,the archive slurmdbd,4229,archive slurmdbd,openie_spacy,2025-12-17T19:42:11Z
56,doc_4387,doc_4387_sent_00200,"In order to make sure the unique identifiers match, mysqldump should be used to export the Association, QOS and TRES information.",mysqldump,4233,mysqldump,use in,order,152,order,openie_spacy,2025-12-17T19:42:11Z
57,doc_4387,doc_4387_sent_00210,"While sreport provides the ability to quickly generate reports with some of the most commonly requested information, sites frequently want additional control over how the information is displayed.",sreport,3696,sreport,provide,the ability,325,ability,openie_spacy,2025-12-17T19:42:11Z
58,doc_4387,doc_4387_sent_00216,"For example, to add a cluster named ""snowflake"" to the database execute this line (NOTE: as of 20.02, slurmctld will add the cluster to the database upon start if it doesn't exist. Associations still need to be created after addition):
sacctmgr add cluster snowflake
Add accounts ""none"" and ""test"" to cluster ""snowflake"" with an execute line of this sort:
sacctmgr add account none,test Cluster=snowflake \
 Description=""none"" Organization=""none""
If you have more clusters you want to add these accounts, to you can either not specify a cluster, which will add the accounts to all clusters in the system, or comma separate the cluster names you want to add to in the cluster option. Note that multiple accounts can be added at the same time by comma separating the names.",slurmctld,201,slurmctld,add,the cluster,272,cluster,openie_spacy,2025-12-17T19:42:11Z
59,doc_4387,doc_4387_sent_00216,"For example, to add a cluster named ""snowflake"" to the database execute this line (NOTE: as of 20.02, slurmctld will add the cluster to the database upon start if it doesn't exist. Associations still need to be created after addition):
sacctmgr add cluster snowflake
Add accounts ""none"" and ""test"" to cluster ""snowflake"" with an execute line of this sort:
sacctmgr add account none,test Cluster=snowflake \
 Description=""none"" Organization=""none""
If you have more clusters you want to add these accounts, to you can either not specify a cluster, which will add the accounts to all clusters in the system, or comma separate the cluster names you want to add to in the cluster option. Note that multiple accounts can be added at the same time by comma separating the names.",slurmctld,201,slurmctld,add to,the database,349,database,openie_spacy,2025-12-17T19:42:11Z
60,doc_4387,doc_4387_sent_00216,"For example, to add a cluster named ""snowflake"" to the database execute this line (NOTE: as of 20.02, slurmctld will add the cluster to the database upon start if it doesn't exist. Associations still need to be created after addition):
sacctmgr add cluster snowflake
Add accounts ""none"" and ""test"" to cluster ""snowflake"" with an execute line of this sort:
sacctmgr add account none,test Cluster=snowflake \
 Description=""none"" Organization=""none""
If you have more clusters you want to add these accounts, to you can either not specify a cluster, which will add the accounts to all clusters in the system, or comma separate the cluster names you want to add to in the cluster option. Note that multiple accounts can be added at the same time by comma separating the names.",slurmctld,201,slurmctld,add upon,start,866,start,openie_spacy,2025-12-17T19:42:11Z
61,doc_4387,doc_4387_sent_00216,"For example, to add a cluster named ""snowflake"" to the database execute this line (NOTE: as of 20.02, slurmctld will add the cluster to the database upon start if it doesn't exist. Associations still need to be created after addition):
sacctmgr add cluster snowflake
Add accounts ""none"" and ""test"" to cluster ""snowflake"" with an execute line of this sort:
sacctmgr add account none,test Cluster=snowflake \
 Description=""none"" Organization=""none""
If you have more clusters you want to add these accounts, to you can either not specify a cluster, which will add the accounts to all clusters in the system, or comma separate the cluster names you want to add to in the cluster option. Note that multiple accounts can be added at the same time by comma separating the names.",multiple accounts,10,account,add at,the same time,42,time,openie_spacy,2025-12-17T19:42:11Z
62,doc_4387,doc_4387_sent_00219,Accounts may be arranged in a hierarchical fashion.,Accounts,10,account,arrange in,a hierarchical fashion,3088,fashion,openie_spacy,2025-12-17T19:42:11Z
63,doc_4387,doc_4387_sent_00221,The hierarchy may have an arbitrary depth.,The hierarchy,678,hierarchy,have,an arbitrary depth,5,depth,openie_spacy,2025-12-17T19:42:11Z
64,doc_4387,doc_4387_sent_00224,"For example, to permit user da to execute jobs on all clusters with a default account of test execute:
sacctmgr add user brian Account=physics
sacctmgr add user da DefaultAccount=test
If AccountingStorageEnforce=associations is configured in the slurm.conf of the cluster snowflake then user da would be allowed to run in account test and any other accounts added in the future. Any attempt to use other accounts will result in the job being aborted. Account test will be the default if he doesn't specify one in the job submission command.",Any attempt,1266,attempt,result in,the job,50,job,openie_spacy,2025-12-17T19:42:11Z
65,doc_4387,doc_4387_sent_00232,"User Options
When either adding or modifying a user, the following sacctmgr options are available:
Account= Account(s) to add user to
AdminLevel= This field is used to allow a user to add accounting privileges to this user.",a user,166,user,add,accounting privileges,1647,privilege,openie_spacy,2025-12-17T19:42:11Z
66,doc_4387,doc_4387_sent_00232,"User Options
When either adding or modifying a user, the following sacctmgr options are available:
Account= Account(s) to add user to
AdminLevel= This field is used to allow a user to add accounting privileges to this user.",a user,166,user,add to,this user,166,user,openie_spacy,2025-12-17T19:42:11Z
67,doc_4387,doc_4387_sent_00238,"Name= User name
NewName= Use to rename a user in the accounting database
Partition= Name of Slurm partition this association applies to
Limit Enforcement
Various limits and limit enforcement are described in the Resource Limits web page.",limit enforcement,3045,enforcement,describe in,the Resource Limits web page,1808,page,openie_spacy,2025-12-17T19:42:11Z
68,doc_4387,doc_4387_sent_00241,Other options for AccountingStorageEnforce and the explanation for each are found on the Resource Limits document.,Other options,215,option,find on,the Resource Limits document,73,document,openie_spacy,2025-12-17T19:42:11Z
69,doc_4387,doc_4387_sent_00241,Other options for AccountingStorageEnforce and the explanation for each are found on the Resource Limits document.,the explanation,4288,explanation,find on,the Resource Limits document,73,document,openie_spacy,2025-12-17T19:42:11Z
70,doc_4387,doc_4387_sent_00243,"A typical execute line has the following form:
sacctmgr modify <entity> set <options> where <options>
For example:
sacctmgr modify user set default=none where default=test
will change all users with a default account of ""test"" to account ""none"".",A typical execute line,1875,line,have,the following form,2947,form,openie_spacy,2025-12-17T19:42:11Z
71,doc_4387,doc_4387_sent_00244,"Once an entity has been added, modified or removed, the change is sent to the appropriate Slurm daemons and will be available for use instantly.",the change,101,change,send to,the appropriate Slurm daemons,1268,daemon,openie_spacy,2025-12-17T19:42:11Z
72,doc_4387,doc_4387_sent_00249,"Note: In most cases, removed entities are preserved in the slurm database, but flagged as deleted.",removed entities,339,entity,preserve in,the slurm database,2835,slurm database,openie_spacy,2025-12-17T19:42:11Z
73,doc_4387,doc_4387_sent_00250,"If an entity has existed for less than 1 day, the entity will be removed completely.",an entity,339,entity,exist for,less than 1 day,2830,day,openie_spacy,2025-12-17T19:42:11Z
74,doc_4387,doc_4387_sent_00256,"A user can submit a step with many parallel tasks, e.g. by calling srun -n.",A user,166,user,submit,a step,432,step,openie_spacy,2025-12-17T19:42:11Z
75,doc_4387,doc_4387_sent_00257,"The JobAcctGather plugin gathers metrics for some Trackable Resources (TRES), like cpu, memory, energy, etc., at a given interval in the JobAcctGatherFrequency defined in slurm.conf, or by using the --acct-freq option in the command line.",The JobAcctGather plugin,179,plugin,gather,metrics,4310,metric,openie_spacy,2025-12-17T19:42:11Z
76,doc_4387,doc_4387_sent_00257,"The JobAcctGather plugin gathers metrics for some Trackable Resources (TRES), like cpu, memory, energy, etc., at a given interval in the JobAcctGatherFrequency defined in slurm.conf, or by using the --acct-freq option in the command line.",The JobAcctGather plugin,179,plugin,gather like,cpu,805,cpu,openie_spacy,2025-12-17T19:42:11Z
77,doc_4387,doc_4387_sent_00257,"The JobAcctGather plugin gathers metrics for some Trackable Resources (TRES), like cpu, memory, energy, etc., at a given interval in the JobAcctGatherFrequency defined in slurm.conf, or by using the --acct-freq option in the command line.",The JobAcctGather plugin,179,plugin,gather at,a given interval,776,interval,openie_spacy,2025-12-17T19:42:11Z
78,doc_4387,doc_4387_sent_00260,"For example, the TresUsageInTot field can be queried with sstat during job runtime, and for every TRES, it stores the sum of the gathered metrics of all tasks. For example, if we have 5 tasks, all of them consuming 1GB of memory, then the TresUsageInTot would read ""memory=5G"".",the TresUsageInTot field,1645,field,query with,sstat,3699,sstat,openie_spacy,2025-12-17T19:42:11Z
79,doc_4387,doc_4387_sent_00260,"For example, the TresUsageInTot field can be queried with sstat during job runtime, and for every TRES, it stores the sum of the gathered metrics of all tasks. For example, if we have 5 tasks, all of them consuming 1GB of memory, then the TresUsageInTot would read ""memory=5G"".",the TresUsageInTot field,1645,field,query during,job runtime,1459,runtime,openie_spacy,2025-12-17T19:42:11Z
80,doc_4387,doc_4387_sent_00266,"After the job is done, the data will be stored in the database, and can be queried with other tools, like sacct.",the data,353,data,store in,the database,349,database,openie_spacy,2025-12-17T19:42:11Z
81,doc_4387,doc_4387_sent_00267,In that case the TresUsage* fields could have different meanings.,the TresUsage* fields,1645,field,have in,that case,62,case,openie_spacy,2025-12-17T19:42:11Z
82,doc_4387,doc_4387_sent_00270,"Note that for single task processes, TresUsageInTot could be used as the maximum memory that the step consumed at any time, which will be equal to MaxRSS and effectively represent the step memory peak.",TresUsageInTot,4319,tresusageintot,use as,the maximum memory,2340,maximum memory,openie_spacy,2025-12-17T19:42:11Z
83,doc_915b,doc_915b_sent_00004,It allows Slurm to authenticate the UID and GID of a request from another host that has matching users and groups.,Slurm,82,slurm,authenticate,the UID,3285,uid,openie_spacy,2025-12-17T19:42:11Z
84,doc_915b,doc_915b_sent_00006,All hosts in the cluster must have a shared cryptographic key.,All hosts,126,host,have,a shared cryptographic key,1323,key,openie_spacy,2025-12-17T19:42:11Z
85,doc_915b,doc_915b_sent_00010,"chown munge:munge /etc/munge/munge.key
chmod 400 /etc/munge/munge.key
Distribute the key file to the machines on the cluster.",chown munge,2544,munge,distribute,the key file,4021,key file,openie_spacy,2025-12-17T19:42:11Z
86,doc_915b,doc_915b_sent_00014,The daemons need to be stopped before updating the slurm.conf so that client commands do not use a mechanism other than what the running daemons are expecting.,client commands,2251,client command,use,a mechanism,1185,mechanism,openie_spacy,2025-12-17T19:42:11Z
87,doc_915b,doc_915b_sent_00016,"AuthType = auth/munge
Start the Slurm daemons back up with the appropriate method for your cluster.",AuthType,1595,authtype,start,the Slurm daemons,2958,slurm daemon,openie_spacy,2025-12-17T19:42:11Z
88,doc_915b,doc_915b_sent_00017,"Slurm
Beginning with version 23.11, Slurm has its own plugin that can create and validate credentials.",Slurm,82,slurm,have,its own plugin,179,plugin,openie_spacy,2025-12-17T19:42:11Z
90,doc_915b,doc_915b_sent_00018,It validates that the requests come from legitimate UIDs and GIDs on other hosts with matching users and groups. All hosts in the cluster must have a shared cryptographic key.,All hosts,126,host,have,a shared cryptographic key,1323,key,openie_spacy,2025-12-17T19:42:11Z
91,doc_915b,doc_915b_sent_00021,"This example assumes the SlurmUser is 'slurm':
chown slurm:slurm /etc/slurm/slurm.key
chmod 600 /etc/slurm/slurm.key
Distribute the key file to the machines on the cluster.",chown slurm,82,slurm,distribute,the key file,4021,key file,openie_spacy,2025-12-17T19:42:11Z
92,doc_915b,doc_915b_sent_00021,"This example assumes the SlurmUser is 'slurm':
chown slurm:slurm /etc/slurm/slurm.key
chmod 600 /etc/slurm/slurm.key
Distribute the key file to the machines on the cluster.","slurm /etc/slurm/slurm.key
chmod",5273,chmod,distribute,the key file,4021,key file,openie_spacy,2025-12-17T19:42:11Z
93,doc_915b,doc_915b_sent_00025,(Systemd takes care of this automatically if you're starting the daemons using the provided service files).,Systemd,1499,systemd,take,care,6534,care,openie_spacy,2025-12-17T19:42:11Z
94,doc_915b,doc_915b_sent_00031,"The key file is composed of one jwks-esque ""keys"" list, with a number of ""key"" entries into this list.",The key file,4021,key file,compose of,"one jwks-esque ""keys"" list",373,list,openie_spacy,2025-12-17T19:42:11Z
95,doc_915b,doc_915b_sent_00031,"The key file is composed of one jwks-esque ""keys"" list, with a number of ""key"" entries into this list.",The key file,4021,key file,compose with,a number,123,number,openie_spacy,2025-12-17T19:42:11Z
96,doc_915b,doc_915b_sent_00047,"If the cluster does not have access to consistent user ids from LDAP or the operating system, you can use the use_client_ids option to allow it to use the Slurm authentication mechanism.",the cluster,272,cluster,have,access,1241,access,openie_spacy,2025-12-17T19:42:11Z
