id,source_edge_id,sentence_text,subj_canonical_term,rel_key,obj_canonical_term,decision,confidence,reason,model_name,created_at
11,11,"You can now specify LSF to write output ﬁles to the Docker container ﬁle system; set this by conﬁguring the new container_io() keyword for the
CONTAINER parameter in the lsb.applications ﬁle (for applications), lsb.queues ﬁle (for queues) , or both. If set, you can also specify another
new job_pre_post() keyword, which enables LSF to run the user-level pre-execution and post-execution commands inside your Docker
containers.",lsf,run,execution,ACCEPT,0.9,"The sentence mentions that LSF can run jobs inside Docker containers, which implies a 'run' relation between LSF and the execution of those jobs.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
13,13,"New RC_GET_HOST_METHOD parameter for the lsb.params ﬁle
When the LSF resource connector is enabled, use the new RC_GET_HOST_METHOD parameter to tell LSF the exact information (public IP
address, or private IP address, or instance name) to be used for host lookup. The RC_GET_HOST_METHOD parameter provides this
information efﬁciently, which helps improve LSF performance.",rc_get_host_method parameter,provide,information,ACCEPT,1.0,"The sentence states that the RC_GET_HOST_METHOD parameter 'provides' information to LSF, which is the meaning of the 'provide' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
15,15,"If LSF cannot choose a template based on priority (priority values are the same in the templates, or a value is not deﬁned and defaults to a
priority of 0), then:
Starting with Fix Pack 15, you can set the new RC_TEMPLATE_BY_RESREQ_ORDER parameter in the lsb.params conﬁguration ﬁle, LSF
looks for a template by an ordered set of resource requirements.",lsf,choose,template,ACCEPT,0.8,"The sentence describes a relation where LSF chooses a template based on resource requirements, which is a valid non-taxonomic relation for HPC schedulers.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
17,17,"The PROV state shows that a job is requesting a resource (host) from the LSF resource connector
cloud provider, and is waiting for that host to join the LSF cluster.",job,request,resource,ACCEPT,1.0,"The sentence explicitly states that a job requests a resource, which aligns with the given triple.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
18,18,"The PROV state shows that a job is requesting a resource (host) from the LSF resource connector
cloud provider, and is waiting for that host to join the LSF cluster.",host,join,lsf cluster,ACCEPT,0.9,"The sentence states that the host is joining the LSF cluster, which is a valid relation for 'join'.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
19,19,"Additionally, the bjobs -l output for a provision job now include a message that
indicates when a request has been sent to cloud provider; for example:
Wed Jan 31 18:43:28: Sent resource connector request for 1*CENTOS-Template-NGVM-1 from provider ibmcloudgen2.",request,send_to,cloud provider,ACCEPT,1.0,"The sentence explicitly states that a request is sent to a cloud provider, indicating a'send_to' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
20,20,"Typically, the AWS provider can determine the
endpoint from the region name, but if the provider is running in an environment that does not provide public internet access, this endpoint is
unreachable. In this case, you can create a private endpoint (a non-default API endpoint URL used for requesting hosts through AWS); refer to the
AWS documentation for reference on creating this endpoint using the Amazon VPC console. Once created, you can then specify that endpoint for the
AWS_ENDPOINT_URL parameter.",aws provider,determine,endpoint,ACCEPT,0.9,"The sentence states that the AWS provider can determine the endpoint, and it also provides instructions on how to create a private endpoint when the public internet is not accessible. This indicates a real relation between the AWS provider and the endpoint determination.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
21,21,"Typically, the AWS provider can determine the
endpoint from the region name, but if the provider is running in an environment that does not provide public internet access, this endpoint is
unreachable. In this case, you can create a private endpoint (a non-default API endpoint URL used for requesting hosts through AWS); refer to the
AWS documentation for reference on creating this endpoint using the Amazon VPC console. Once created, you can then specify that endpoint for the
AWS_ENDPOINT_URL parameter.",provider,run_in,environment,ACCEPT,0.8,"The sentence mentions that the provider can run in an environment and that in such cases, a private endpoint needs to be created and specified for the provider to function. This implies a run_in relation between provider and environment.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
22,22,"The ssacct command displays accounting statistics immediately for LSF Session
Scheduler jobs
The IBM Spectrum LSF Session Scheduler enables users to run large collections of tasks within the allocation of a single LSF job. The ssacct
command displays accounting statistics about ﬁnished LSF Session Scheduler jobs.",lsf session,enable,user,ACCEPT,0.9,The sentence states that 'The IBM Spectrum LSF Session Scheduler enables users to run jobs' and 'The ssacct command displays accounting statistics about finished jobs'. This implies an 'enable' relation between 'IBM Spectrum LSF Session Scheduler' and 'users'.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
23,23,"Previously, to re-queue failed tasks, you speciﬁed individual task exist
codes, separating each code with a space, which can be a long manual list if you have multiple failed tasks. With Fix Pack 15, the command supports
the -Q ""all [~exit_code ...]",command,support,q,ACCEPT,1.0,"The sentence states that the command now supports specifying multiple exit codes using the -Q option, which is a clear indication of the support relation between the command and the exit codes (q in this case)",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
24,24,"Previously, to re-queue failed tasks, you speciﬁed individual task exist
codes, separating each code with a space, which can be a long manual list if you have multiple failed tasks. With Fix Pack 15, the command supports
the -Q ""all [~exit_code ...]",command,support_with,fix pack,ACCEPT,1.0,"The sentence states that the command now supports the use of the 'all' keyword followed by a list of exit codes, which is a feature that can be considered as'supporting' the fix pack. This is a clear and explicit statement.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
25,25,"Additionally conﬁguring the new LSB_REPORT_SSJOB_FAILURE parameter in the lsf.conf ﬁle to Y enables the ssview command to obtain more
accurate task status information for LSF Session Scheduler jobs, as this parameter reports the reason that tasks have been killed or run
unsuccessfully.",parameter,report,reason,ACCEPT,1.0,"The sentence states that the LSB_REPORT_SSJOB_FAILURE parameter in the lsf.conf file enables the ssview command to obtain more accurate task status information, and specifically mentions that it reports the reason for tasks being killed or run unsuccessfully. This is a clear indication that the relation'report' holds between the parameter and the reason.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
26,26,The rate limiter is supported on Linux.,rate limiter,support_on,linux,ACCEPT,1.0,The sentence explicitly states that the rate limiter is supported on Linux.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
28,28,"Note that if LSF is already installed on a server host, to leverage this enhanced behavior for the lsfd.service ﬁle, apply Fix Pack 14 and follow the
steps in the Fix Pack 14 readme ﬁle (SPCLSF-866 section).",lsf,instal_on,server host,ACCEPT,1.0,"The sentence explicitly states that LSF is installed on a server host, indicating a real relation between LSF and server host using the 'instal_on' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
32,32,"LSF multiplies the value of
LSB_CLEAN_PDONE_TIMEOUT by the number of CLEAN_PERIOD seconds (deﬁned in the lsb.params conﬁguration ﬁle), to determine the number of
seconds to wait before the mbatchd daemon cleans those jobs from core memory.",mbatchd daemon,clean,jobs,ACCEPT,1.0,The sentence states that the mbatchd daemon cleans jobs from core memory based on the LSB_CLEAN_PDONE_TIMEOUT and CLEAN_PERIOD configuration parameters. This implies a 'clean' relation between the mbatchd daemon and jobs.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
34,34,LSF resource connector supports Amazon Web Services (AWS),lsf resource connector,support,amazon web service,ACCEPT,1.0,The sentence explicitly states that LSF resource connector supports Amazon Web Services (AWS),mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
35,35,"Container support
 The following new feature affects LSF support for containers.",container support,affect,lsf support,ACCEPT,1.0,"The sentence explicitly states that 'container support affects LSF support', indicating a causal relationship between the two concepts.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
37,37,"In this situation, a job can use the entire
job slots, memory, or other resources that are available in the host.",job,use_in,situation,ACCEPT,0.8,The sentence suggests that a job can be associated with a situation where it uses the resources available in the host. This is a valid non-taxonomic relation.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
38,38,"If this parameter is set to Y or y, LSF uses
the number of jobs in the fair share scheduling algorithm instead of job slots.",parameter,set_to,y,ACCEPT,1.0,The sentence explicitly states that the parameter is set to a value (Y or y) and the object (LSF) uses this value in its fair share scheduling algorithm.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
39,39,"If this parameter is set to Y or y, LSF uses
the number of jobs in the fair share scheduling algorithm instead of job slots.",lsf,use,number,ACCEPT,1.0,"The sentence explicitly states that LSF uses a number when the fair share scheduling algorithm is used, which matches the 'use' relation with the number.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
40,40,The mbatchd daemon removes the job group once the TTL reaches zero.,mbatchd daemon,remove,job group,ACCEPT,1.0,"The sentence explicitly states that the mbatchd daemon removes the job group, indicating a real relation of'remove' between the mbatchd daemon and the job group.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
42,42,"Fix Pack 13, LSF automatically disables the template as the spot bid price is lesser than the market spot
price and redirects to the next available template.",fix pack,disable,template,ACCEPT,0.9,"The sentence states that 'LSF automatically disables the template' when the spot bid price is lower than the market price. This implies a causal relationship between the spot bid price being lower than the market price and the template being disabled, which is the meaning of the 'disable' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
43,43,"Fix Pack 13, LSF automatically disables the template as the spot bid price is lesser than the market spot
price and redirects to the next available template.",lsf,disable,template,ACCEPT,0.9,The sentence states that LSF disables a template when the spot bid price is lower than the market price. This is a valid non-taxonomic relation for HPC schedulers.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
44,44,"This template is temporarily disabled until the market price drops or the price is manually increased in the
template. To manually increase the spot price, specify a greater bid price for the spotPrice parameter in the awsprov_templates.json ﬁle.",price,increase_in,template,ACCEPT,0.9,"The sentence states that the price of a template can be increased manually, which is a clear indication of an increase_in relation between the price and the template.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
45,45,LSF handles global resources in the same way as local resources.,lsf,handle,global resource,ACCEPT,1.0,"The sentence explicitly states that LSF handles global resources, which is a real relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
46,46,"LSF also supports global limits to use global resources because local limits in the cluster cannot use global resources. Global limits now support the
compete distribution policy in addition to the evenly distribution policy.",lsf,support,global limit,ACCEPT,1.0,"The sentence explicitly states that LSF supports global limits, and global limits are a type of resource limit.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
47,47,"LSF also supports global limits to use global resources because local limits in the cluster cannot use global resources. Global limits now support the
compete distribution policy in addition to the evenly distribution policy.",global limit,support_in,addition,ACCEPT,1.0,"The sentence states that 'global limits support the compete distribution policy in addition to the evenly distribution policy'. This implies that 'global limits' can be used with both 'compete distribution policy' and 'evenly distribution policy', and 'addition' is the correct relation to represent this.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
48,48,"The bgpinfo command now displays information on global resources with the introduction of two subcommands: The bgpinfo resource
subcommand shows usage information on global resources and the bgpinfo policy subcommand shows the distribution policies for global resources
and global limits.",bgpinfo command,display,information,ACCEPT,1.0,"The sentence explicitly states that the bgpinfo command displays information on global resources, which is a real relation between the command and the displayed information.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
49,49,"The bhosts -s command option, which displays information about shared numeric resources on the hosts, also displays information
on global resources, since global resources are numeric and consumable.",bhost,display,information,ACCEPT,1.0,"The sentence explicitly states that the 'bhosts -s' command displays information about global resources, which is a type of numeric resource. Therefore, the relation 'display' between 'bhosts' and 'information' is valid.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
50,50,"If this new parameter is not deﬁned,
the default value is Y (LSF can run the bwait from within a job).",lsf,run,bwait,ACCEPT,0.8,"The sentence states that LSF can run bwait from within a job, implying a 'run' relation between LSF and bwait.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
51,51,GPU_MEM_RSV (%s): This new string describes GPU memory that is reserved by resized tasks on execution hosts.,gpu_mem_rsv,describe,gpu memory,ACCEPT,1.0,The sentence explicitly states that 'gpu_mem_rsv' describes 'gpu memory'.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
52,52,The Podman integration allows LSF to run jobs in Podman OCI containers on demand.,lsf,run,jobs,ACCEPT,0.9,"The sentence states that LSF can run jobs in Podman OCI containers, which implies a 'run' relation between LSF and jobs.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
53,53,The Podman integration allows LSF to run jobs in Podman OCI containers on demand.,lsf,run_on,demand,ACCEPT,0.9,"The sentence states that LSF can run jobs on demand in Podman OCI containers, implying a 'run_on' relation between LSF and demand.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
54,54,"121
Sample output of bacct -l command:
Accounting information about this job:
Share group charged
CPU_T WAIT TURNAROUND STATUS HOG_FACTOR MEM SWAP
480.00 0 121 done 3.9669 215M 0M
CPU_PEAK CPU_EFFICIENCY MEM_EFFICIENCY
Host based accounting information about this job:
HOST CPU_T MEM SWAP
ib22b11 240.00 115M 0M
ib16b14 240.00 100M 0M
Sample output of bjobs -o cpu_peak command:
CPU_PEAK
Sample output of bjobs -o cpu_efﬁciency command:
CPU_EFFICIENCY
Sample output of bjobs -o mem_efﬁciency command:
MEM_EFFICIENCY
Related reference
bjobs -l command
bhist command
bacct command
bjobs -o command
CPU_PEAK_SAMPLE_DURATION parameter
Other changes to IBM Spectrum LSF",share group,charge,cpu_t,ACCEPT,1.0,The sentence and evidence clearly indicate that a'share group' is charged for 'cpu_t' usage.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
55,55,"Updated support for hardware locality (hwloc) library
LSF now uses version 2.6 of the hardware locality (hwloc) library.",lsf,use,version,ACCEPT,1.0,"The sentence explicitly states that LSF uses a specific version of the hwloc library, indicating a use relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
58,58,"LSF now supports preemptible VM instances through launch instance templates, but does not include an interface in the
googleprov_templates.json ﬁle.",lsf,support,preemptible vm instance,ACCEPT,0.8,"The sentence states that LSF supports preemptible VM instances, which is a factual statement. The reason for the low confidence is the absence of the interface in the json file, but this does not negate the support statement.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
59,59,LSF then deletes the preempted instance.,lsf,delete,preempted instance,ACCEPT,1.0,The sentence explicitly states that LSF deletes a preempted instance.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
60,60,"Google Cloud Platform automatically selects the zone in which to create your instances, considering the
available hardware capacity in each zone.",google cloud platform,select,zone,ACCEPT,1.0,"The sentence states that Google Cloud Platform'selects' a zone, indicating a selection relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
61,61,"If set to Y or y, LSF dynamically creates GPU instances (GI) and compute instances (CI) on each host, and LSF controls the MIG of each host. If
you enable dynamic MIC scheduling, do not manually create or destroy MIG devices outside of LSF.",lsf,control,mig,ACCEPT,1.0,"The sentence explicitly states that LSF controls MIG, which is the meaning of the 'control' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
62,62,"If set to N or n, LSF uses static MIG scheduling.",lsf,use,static mig scheduling,ACCEPT,1.0,The sentence explicitly states that LSF uses static MIG scheduling when the configuration option is set to N or n.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
63,63,"The lshosts -gpu command option now shows whether the GPU supports MIG functions. To view detailed information on MIG instances, use the new
-mig option together with the lshosts -gpu command option.",gpu,support,mig function,ACCEPT,1.0,The sentence explicitly states that 'gpu' supports'mig function'.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
64,64,"Container support
 The following new feature affects LSF support for containers.",container support,affect,lsf support,ACCEPT,1.0,"The sentence explicitly states that 'container support affects LSF support', indicating a causal relationship between the two concepts.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
65,65,"In addition, if LSF_GPU_AUTOCONFIG is set to Y and LSB_GPU_NEW_SYNTAX is set to Y or extend, all built-in GPU resources (gpu_<num>n) are
completely removed from the management host LIM. LSF uses a different method for the management host LIM and server host LIMs to collect GPU
information.",lsf_gpu_autoconfig,set_to,y,ACCEPT,1.0,The sentence explicitly states that LSF_GPU_AUTOCONFIG is set to Y using the set_to relation.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
66,66,"In addition, if LSF_GPU_AUTOCONFIG is set to Y and LSB_GPU_NEW_SYNTAX is set to Y or extend, all built-in GPU resources (gpu_<num>n) are
completely removed from the management host LIM. LSF uses a different method for the management host LIM and server host LIMs to collect GPU
information.",management host,collect,gpu information,ACCEPT,0.9,The sentence mentions that LSF collects GPU information from the management host using a different method than for server hosts. This implies a relation of 'collect' between the management host and GPU information.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
67,67,"This is because LSF RTM uses
LSF resources to get host GPU information.",lsf rtm,use,lsf resource,ACCEPT,1.0,"The sentence explicitly states that LSF RTM uses LSF resources, which is the meaning of the 'use' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
68,68,"In addition, the lshosts -gpu and bhosts -gpu command options now show the GPU vendor type (AMD or Nvidia).",lshost,show_in,addition,ACCEPT,1.0,"The sentence explicitly states that the 'lshosts -gpu and bhosts -gpu' command options 'now show' the GPU vendor type, implying a'show_in' relation between 'lshost' and 'addition' (the GPU vendor type).",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
69,69,"In addition, the lshosts -gpu and bhosts -gpu command options now show the GPU vendor type (AMD or Nvidia).",lshost,show_in,addition,ACCEPT,1.0,"The sentence explicitly states that the 'lshosts -gpu and bhosts -gpu' command options 'now show' the GPU vendor type, implying a'show_in' relation between 'lshost' and 'addition' (the GPU vendor type).",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
70,70,"GPU jobs
can also use mode=shared if the GPU is used by only one shared-mode job.",gpu job,use,mode,ACCEPT,0.9,"The sentence states that GPU jobs can use mode=shared, implying a use relation between gpu job and mode=shared.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
71,71,"LSF then treats the GPU resources the same
as other preemptable resources.",lsf,treat,gpu resource,ACCEPT,1.0,"The sentence states that LSF treats GPU resources the same as other preemptable resources, indicating a relation of 'treat' between LSF and GPU resources.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
76,76,"For example, run the following command if the job submission user userA is submitting a
job as job execution user userC:
bsubmit --user",job submission user,submit,job,ACCEPT,1.0,The sentence explicitly states that 'job submission user userA' is submitting a 'job'.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
77,77,"Launch IBM Cloud Gen 2 instances
LSF clusters can launch instances from IBM Cloud Virtual Servers for VPC Gen 2 (IBM Cloud Gen 2) to satisfy pending workload.",lsf cluster,launch,instance,ACCEPT,1.0,"The sentence states that LSF clusters can launch instances from IBM Cloud Gen 2, which implies a 'launch' relation between the LSF cluster and the instances.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
78,78,"The instances join
the LSF cluster.",instance,join,lsf cluster,ACCEPT,1.0,"The sentence explicitly states that instances join an LSF cluster, which is a valid non-taxonomic relation for HPC schedulers.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
79,79,"This allows users to use the bsub -rcacct ""rc_account_name"" command option to assign an account name. This account name overrides
all other values of the account name, including the setting of the project name.",user,use,bsub,ACCEPT,1.0,"The sentence states that users can use the 'bsub' command with the '-rcacct' option to assign an account name, implying a 'use' relation between 'user' and 'bsub'.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
80,80,"This also allows users to use an esub script to set the
LSB_SUB6_RC_ACCOUNT parameter to change the job level account name. This parameter value overrides the value of the
DEFAULT_RC_ACCOUNT_PER_PROJECT parameter in the lsb.params ﬁle and bsub or bmod -rcacct command options.",user,use,esub script,ACCEPT,1.0,"The sentence explicitly states that users can use an esub script to set the LSB_SUB6_RC_ACCOUNT parameter, which is a relation between a user and an esub script.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
81,81,"Related tasks
Updating LSF conﬁguration for resource connector
Related reference
bsub -rcacct command option
bacct -rcacct and -rcalloc command options
ENABLE_RC_ACCOUNT_REQUEST_BY_USER parameter in the lsb.params ﬁle
DEFAULT_RC_ACCOUNT_PER_PROJECT parameter in the lsb.params ﬁle
Resource management
The following new features affect resource management and allocation.",related task,affect,resource management,ACCEPT,1.0,The sentence explicitly states that'related tasks' affect'resource management'. This is a clear example of the 'affect' relation.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
82,82,"For instance, if the average run time of jobs equals the average time required to ﬁll a slot after a job ﬁnishes, the slot usage in the cluster
will be approximately 50% of what it would be if scheduling overhead is zero.",average run time,equal,average time,ACCEPT,1.0,"The sentence states that 'average run time' and 'average time' are equal, which is the meaning of the 'equal' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
84,84,"Therefore, the LSF installer no longer enables the setuid bit for the LSF administration commands (badmin, lsadmin, egosh, utmpreg, swtbl_api,
ntbl_api, lstbl_nid, and swtbl_poe), so the LSF commands no longer run with root privileges.",lsf command,run_with,root privilege,ACCEPT,1.0,"The sentence explicitly states that LSF commands no longer run with root privileges, and the relation 'run_with' implies a privileged relationship between the subject and object.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
86,86,"This parameter enables the LSF RES process to refuse remote connections from the lsrun and lsgrun commands unless the user is either an LSF
administrator or root, but this parameter now also enables RES to refuse remote connections from the lsmake command.",parameter,enable,lsf res process,ACCEPT,1.0,"The sentence states that the parameter enables the LSF RES process, which is an object of type 'lsf res process'. The relation 'enable' is a valid relation for this object type.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
87,87,"This parameter enables the LSF RES process to refuse remote connections from the lsrun and lsgrun commands unless the user is either an LSF
administrator or root, but this parameter now also enables RES to refuse remote connections from the lsmake command.",parameter,enable,res,ACCEPT,1.0,"The sentence states that the parameter enables the RES process to refuse remote connections, which is a clear example of the 'enable' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
88,88,"When submitting a job, LSF
changes the OS submission user on the job execution host to this TGT user.",lsf,change_on,job execution host,ACCEPT,0.9,"The sentence explicitly states that LSF changes the OS submission user on the job execution host, which is a change-on relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
89,89,The Podman integration allows LSF to run jobs in Podman OCI containers on demand.,lsf,run,jobs,ACCEPT,0.9,"The sentence states that LSF can run jobs in Podman OCI containers, which implies a 'run' relation between LSF and jobs.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
90,90,The Podman integration allows LSF to run jobs in Podman OCI containers on demand.,lsf,run_on,demand,ACCEPT,0.9,"The sentence states that LSF can run jobs on demand in Podman OCI containers, implying a 'run_on' relation between LSF and demand.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T16:30:43+00:00
