id,source_edge_id,sentence_text,subj_canonical_term,rel_key,obj_canonical_term,decision,confidence,reason,model_name,created_at
27,27,"Mark dynamic hosts as expired and remove them from the cluster
LSF administrators can mark dynamic hosts that are no longer available, as expired, using the new lsadmin expire command.",mark,mark,dynamic host,REJECT,0.0,LLM output not valid JSON with required keys,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
28,28,"Note that if LSF is already installed on a server host, to leverage this enhanced behavior for the lsfd.service ﬁle, apply Fix Pack 14 and follow the
steps in the Fix Pack 14 readme ﬁle (SPCLSF-866 section).",lsf,instal_on,server host,ACCEPT,1.0,"The sentence explicitly states that LSF is installed on a server host, indicating a real relation between LSF and server host using the 'instal_on' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
29,29,"Automatically create cgroups for a job, without afﬁnity[] requirements
Previously, LSF created a cgroup for a job only when you explicitly specify afﬁnity[] requirements. With the new LSF_CGROUP_CORE_AUTO_CREATE
parameter in the lsf.conf conﬁguration ﬁle, you can now enable LSF to automatically create Linux cgroups for a job.",lsf,create,cgroup,REJECT,0.0,LLM output not valid JSON with required keys,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
30,30,"Automatically create cgroups for a job, without afﬁnity[] requirements
Previously, LSF created a cgroup for a job only when you explicitly specify afﬁnity[] requirements. With the new LSF_CGROUP_CORE_AUTO_CREATE
parameter in the lsf.conf conﬁguration ﬁle, you can now enable LSF to automatically create Linux cgroups for a job.",lsf,create_for,job,REJECT,0.0,LLM output not valid JSON with required keys,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
31,31,"New host memory output ﬁelds for the bhosts command and the -o option
The bhosts -o command shows hosts and their static and dynamic resources, in a customized output format. With the -o option, you specify one or
more ﬁeld names to display in the command output, and Fix Pack 14 supports three new ﬁeld names:
available_mem displays the total currently available memory on the server (if processes outside of LSF uses memory on that server, this
value decreases).",available_mem,display_on,server,REJECT,0.0,LLM output not valid JSON with required keys,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
32,32,"LSF multiplies the value of
LSB_CLEAN_PDONE_TIMEOUT by the number of CLEAN_PERIOD seconds (deﬁned in the lsb.params conﬁguration ﬁle), to determine the number of
seconds to wait before the mbatchd daemon cleans those jobs from core memory.",mbatchd daemon,clean,jobs,ACCEPT,1.0,The sentence states that the mbatchd daemon cleans jobs from core memory based on the LSB_CLEAN_PDONE_TIMEOUT and CLEAN_PERIOD configuration parameters. This implies a cleaning relation between the mbatchd daemon and jobs.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
33,33,"New MAX_NUM_JOBS_KILL_OVER_RUNLIMIT parameter for the lsb.params
conﬁguration ﬁle
If many (such as thousands of) jobs reach their run limit, it takes time for the mbatchd daemon to kill those jobs using the
KILL_JOBS_OVER_RUNLIMIT parameter.",mbatchd daemon,kill,jobs,REJECT,0.0,LLM output not valid JSON with required keys,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
34,34,LSF resource connector supports Amazon Web Services (AWS),lsf resource connector,support,amazon web service,ACCEPT,1.0,The sentence explicitly states that LSF resource connector supports Amazon Web Services (AWS),mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
35,35,"Container support
 The following new feature affects LSF support for containers.",container support,affect,lsf support,ACCEPT,1.0,"The sentence explicitly states that 'container support affects LSF support', indicating a causal relationship between the two concepts.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
36,36,"Related tasks
Killing jobs by status
Related reference
bkill -stat command option
Job count based fair share scheduling
LSF can now use the number of jobs in the fair share scheduling algorithm instead of the number of job slots.",related task,use,number,REJECT,0.0,LLM output not valid JSON with required keys,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
37,37,"In this situation, a job can use the entire
job slots, memory, or other resources that are available in the host.",job,use_in,situation,ACCEPT,0.8,The sentence suggests that a job can be associated with a situation where it uses the resources available in the host. This is a valid non-taxonomic relation.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
38,38,"If this parameter is set to Y or y, LSF uses
the number of jobs in the fair share scheduling algorithm instead of job slots.",parameter,set_to,y,ACCEPT,1.0,The sentence explicitly states that the parameter is set to a value (Y or y) and the object (LSF) uses that value in the fair share scheduling algorithm.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
39,39,"If this parameter is set to Y or y, LSF uses
the number of jobs in the fair share scheduling algorithm instead of job slots.",lsf,use,number,ACCEPT,1.0,"The sentence explicitly states that LSF uses a number when the fair share scheduling algorithm is used, which matches the 'use' relation with the number.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
40,40,The mbatchd daemon removes the job group once the TTL reaches zero.,mbatchd daemon,remove,job group,ACCEPT,1.0,"The sentence explicitly states that the mbatchd daemon removes the job group, indicating a real relation of'remove' between the mbatchd daemon and the job group.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
41,41,"If another allocation strategy is set, such as diversiﬁed, LSF does not automatically switch to the
cheapest template.",lsf,switch_to,cheap template,REJECT,0.0,LLM output not valid JSON with required keys,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
42,42,"Fix Pack 13, LSF automatically disables the template as the spot bid price is lesser than the market spot
price and redirects to the next available template.",fix pack,disable,template,ACCEPT,0.9,"The sentence states that 'LSF automatically disables the template' when the spot bid price is lower than the market price. This implies a causal relationship between the spot bid price being lower than the market price and the template being disabled, which is the meaning of the 'disable' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
43,43,"Fix Pack 13, LSF automatically disables the template as the spot bid price is lesser than the market spot
price and redirects to the next available template.",lsf,disable,template,ACCEPT,0.9,The sentence states that LSF disables a template when the spot bid price is lower than the market price. This is a valid non-taxonomic relation for HPC schedulers.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
44,44,"This template is temporarily disabled until the market price drops or the price is manually increased in the
template. To manually increase the spot price, specify a greater bid price for the spotPrice parameter in the awsprov_templates.json ﬁle.",price,increase_in,template,ACCEPT,0.9,"The sentence states that the price of a template can be increased manually, which is a clear indication of an increase_in relation between the price and the template.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
45,45,LSF handles global resources in the same way as local resources.,lsf,handle,global resource,ACCEPT,1.0,"The sentence explicitly states that LSF handles global resources, which is a real relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
46,46,"LSF also supports global limits to use global resources because local limits in the cluster cannot use global resources. Global limits now support the
compete distribution policy in addition to the evenly distribution policy.",lsf,support,global limit,ACCEPT,1.0,"The sentence explicitly states that LSF supports global limits, and global limits are a type of resource limit.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
47,47,"LSF also supports global limits to use global resources because local limits in the cluster cannot use global resources. Global limits now support the
compete distribution policy in addition to the evenly distribution policy.",global limit,support_in,addition,ACCEPT,1.0,"The sentence states that 'global limits support the compete distribution policy in addition to the evenly distribution policy'. This implies that 'global limits' can be added to or already exist in the system that supports 'compete distribution policy'. Thus, the relation'support_in' between 'global limit' and 'addition' is not applicable in this context.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
48,48,"The bgpinfo command now displays information on global resources with the introduction of two subcommands: The bgpinfo resource
subcommand shows usage information on global resources and the bgpinfo policy subcommand shows the distribution policies for global resources
and global limits.",bgpinfo command,display,information,ACCEPT,1.0,"The sentence explicitly states that the bgpinfo command displays information on global resources, which is a real relation between the command and the displayed information.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
49,49,"The bhosts -s command option, which displays information about shared numeric resources on the hosts, also displays information
on global resources, since global resources are numeric and consumable.",bhost,display,information,ACCEPT,1.0,"The sentence explicitly states that the 'bhosts -s' command displays information about global resources, which is a type of numeric resource. Therefore, the relation 'display' between 'bhosts' and 'information' is valid.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
50,50,"If this new parameter is not deﬁned,
the default value is Y (LSF can run the bwait from within a job).",lsf,run,bwait,ACCEPT,0.8,"The sentence states that LSF can run bwait from within a job, implying a 'run' relation between LSF and bwait.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
51,51,GPU_MEM_RSV (%s): This new string describes GPU memory that is reserved by resized tasks on execution hosts.,gpu_mem_rsv,describe,gpu memory,ACCEPT,1.0,The sentence explicitly states that 'gpu_mem_rsv' describes 'gpu memory'.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
52,52,The Podman integration allows LSF to run jobs in Podman OCI containers on demand.,lsf,run,jobs,ACCEPT,0.9,"The sentence states that LSF can run jobs in Podman OCI containers, which implies a 'run' relation between LSF and jobs.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
53,53,The Podman integration allows LSF to run jobs in Podman OCI containers on demand.,lsf,run_on,demand,ACCEPT,0.9,"The sentence states that LSF can run jobs on demand in Podman OCI containers, implying a 'run_on' relation between LSF and demand.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
54,54,"121
Sample output of bacct -l command:
Accounting information about this job:
Share group charged
CPU_T WAIT TURNAROUND STATUS HOG_FACTOR MEM SWAP
480.00 0 121 done 3.9669 215M 0M
CPU_PEAK CPU_EFFICIENCY MEM_EFFICIENCY
Host based accounting information about this job:
HOST CPU_T MEM SWAP
ib22b11 240.00 115M 0M
ib16b14 240.00 100M 0M
Sample output of bjobs -o cpu_peak command:
CPU_PEAK
Sample output of bjobs -o cpu_efﬁciency command:
CPU_EFFICIENCY
Sample output of bjobs -o mem_efﬁciency command:
MEM_EFFICIENCY
Related reference
bjobs -l command
bhist command
bacct command
bjobs -o command
CPU_PEAK_SAMPLE_DURATION parameter
Other changes to IBM Spectrum LSF",share group,charge,cpu_t,ACCEPT,1.0,The sentence states that the share group was charged for cpu_t.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
55,55,"Updated support for hardware locality (hwloc) library
LSF now uses version 2.6 of the hardware locality (hwloc) library.",lsf,use,version,ACCEPT,1.0,"The sentence explicitly states that LSF uses a specific version of the hwloc library, indicating a use relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
56,56,"Related reference
Conﬁguration to modify external authentication
lsf.sudoers ﬁle
Root privileges for LSF Application Center, LSF Explorer, LSF Process Manager, and
LSF RTM
LSF now restricts root privileges on all hosts for LSF Application Center, LSF Explorer, LSF Process Manager, and LSF RTM by default.",lsf rtm lsf,restrict,root privilege,ACCEPT,1.0,"The sentence states that LSF RTM has its root privileges restricted by LSF, which is a valid non-taxonomic relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
57,57,"Support for additional Google Cloud Platform features
The LSF resource connector for Google Cloud Platform now includes support for the following Google Cloud Platform features:
Launch instance templates
You can now specify the launchTemplateId attribute to enable launch instance templates.",lsf resource connector,include,support,REJECT,0.0,LLM output not valid JSON with required keys,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
58,58,"LSF now supports preemptible VM instances through launch instance templates, but does not include an interface in the
googleprov_templates.json ﬁle.",lsf,support,preemptible vm instance,ACCEPT,0.8,"The sentence states that LSF supports preemptible VM instances, which is a factual statement. The reason for the low confidence is the absence of the interface in the json file, but this does not negate the support statement.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
59,59,LSF then deletes the preempted instance.,lsf,delete,preempted instance,ACCEPT,1.0,The sentence explicitly states that LSF deletes a preempted instance.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
60,60,"Google Cloud Platform automatically selects the zone in which to create your instances, considering the
available hardware capacity in each zone.",google cloud platform,select,zone,ACCEPT,1.0,"The sentence states that Google Cloud Platform'selects' a zone, indicating a selection relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
61,61,"If set to Y or y, LSF dynamically creates GPU instances (GI) and compute instances (CI) on each host, and LSF controls the MIG of each host. If
you enable dynamic MIC scheduling, do not manually create or destroy MIG devices outside of LSF.",lsf,control,mig,ACCEPT,1.0,"The sentence explicitly states that LSF controls MIG, which is the meaning of the 'control' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
62,62,"If set to N or n, LSF uses static MIG scheduling.",lsf,use,static mig scheduling,ACCEPT,1.0,The sentence explicitly states that LSF uses static MIG scheduling when the configuration option is set to N or n.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
63,63,"The lshosts -gpu command option now shows whether the GPU supports MIG functions. To view detailed information on MIG instances, use the new
-mig option together with the lshosts -gpu command option.",gpu,support,mig function,ACCEPT,1.0,"The sentence states that the 'gpu' supports'mig function' through the 'lshosts -gpu' command option, which is a clear indication of the'support' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
64,64,"Container support
 The following new feature affects LSF support for containers.",container support,affect,lsf support,ACCEPT,1.0,"The sentence explicitly states that 'container support affects LSF support', indicating a causal relationship between the two concepts.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
65,65,"In addition, if LSF_GPU_AUTOCONFIG is set to Y and LSB_GPU_NEW_SYNTAX is set to Y or extend, all built-in GPU resources (gpu_<num>n) are
completely removed from the management host LIM. LSF uses a different method for the management host LIM and server host LIMs to collect GPU
information.",lsf_gpu_autoconfig,set_to,y,ACCEPT,1.0,The sentence explicitly states that LSF_GPU_AUTOCONFIG is set to Y using the set_to relation.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
66,66,"In addition, if LSF_GPU_AUTOCONFIG is set to Y and LSB_GPU_NEW_SYNTAX is set to Y or extend, all built-in GPU resources (gpu_<num>n) are
completely removed from the management host LIM. LSF uses a different method for the management host LIM and server host LIMs to collect GPU
information.",management host,collect,gpu information,ACCEPT,0.9,The sentence mentions that LSF collects GPU information from the management host using a different method than for server hosts. This implies a relation of 'collect' between the management host and GPU information.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
67,67,"This is because LSF RTM uses
LSF resources to get host GPU information.",lsf rtm,use,lsf resource,ACCEPT,1.0,"The sentence explicitly states that LSF RTM uses LSF resources, which is the meaning of the 'use' relation.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
68,68,"In addition, the lshosts -gpu and bhosts -gpu command options now show the GPU vendor type (AMD or Nvidia).",lshost,show_in,addition,ACCEPT,1.0,"The sentence explicitly states that the 'lshosts -gpu and bhosts -gpu' command options 'now show' the GPU vendor type, implying a'show_in' relation between 'lshost' and 'addition' (the GPU vendor type).",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
69,69,"In addition, the lshosts -gpu and bhosts -gpu command options now show the GPU vendor type (AMD or Nvidia).",lshost,show_in,addition,ACCEPT,1.0,"The sentence explicitly states that the 'lshosts -gpu and bhosts -gpu' command options 'now show' the GPU vendor type, implying a'show_in' relation between 'lshost' and 'addition' (the GPU vendor type).",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
70,70,"GPU jobs
can also use mode=shared if the GPU is used by only one shared-mode job.",gpu job,use,mode,ACCEPT,0.9,"The sentence states that GPU jobs can use mode=shared, implying a use relation between gpu job and mode=shared.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
71,71,"LSF then treats the GPU resources the same
as other preemptable resources.",lsf,treat,gpu resource,ACCEPT,1.0,"The sentence states that LSF treats GPU resources the same as other preemptable resources, indicating a relation of 'treat' between LSF and GPU resources.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
72,72,"Submit jobs as other users
LSF now allows a job submission user to submit jobs as another job execution user. This is useful if you want the job submission user to be a
particular user, but to map the job execution user to other users.",job submission user,submit,jobs,REJECT,0.0,LLM output not valid JSON with required keys,mistralai/Mistral-7B-Instruct-v0.2,2026-01-30T04:07:07+00:00
